,id,value,date,type,event_id,event_type,frequency,datetime
0,93834,1007.14,2021-02-10T22:18:16.990Z,pressure,12,cough,25.46,2021-02-10 22:18:16.990
1,93724,23.87,2021-02-10T22:18:17.024Z,temperature,12,cough,18.19,2021-02-10 22:18:17.024
2,93833,1006.73,2021-02-10T22:18:17.030Z,pressure,12,cough,25.46,2021-02-10 22:18:17.030
3,93832,1005.82,2021-02-10T22:18:17.069Z,pressure,12,cough,25.46,2021-02-10 22:18:17.069
4,93723,23.87,2021-02-10T22:18:17.079Z,temperature,12,cough,18.19,2021-02-10 22:18:17.079
5,93831,1005.69,2021-02-10T22:18:17.108Z,pressure,12,cough,25.46,2021-02-10 22:18:17.108
6,93722,23.87,2021-02-10T22:18:17.134Z,temperature,12,cough,18.19,2021-02-10 22:18:17.134
7,93830,1005.67,2021-02-10T22:18:17.147Z,pressure,12,cough,25.46,2021-02-10 22:18:17.147
8,93829,1005.69,2021-02-10T22:18:17.187Z,pressure,12,cough,25.46,2021-02-10 22:18:17.187
9,93721,23.87,2021-02-10T22:18:17.189Z,temperature,12,cough,18.19,2021-02-10 22:18:17.189
10,93828,1006.52,2021-02-10T22:18:17.226Z,pressure,12,cough,25.46,2021-02-10 22:18:17.226
11,94016,23.87,2021-02-10T22:18:17.259Z,temperature,12,cough,18.15,2021-02-10 22:18:17.259
12,93827,1006.87,2021-02-10T22:18:17.265Z,pressure,12,cough,25.46,2021-02-10 22:18:17.265
13,93826,1006.65,2021-02-10T22:18:17.305Z,pressure,12,cough,25.46,2021-02-10 22:18:17.305
14,94015,23.89,2021-02-10T22:18:17.314Z,temperature,12,cough,18.15,2021-02-10 22:18:17.314
15,93825,1006.72,2021-02-10T22:18:17.344Z,pressure,12,cough,25.46,2021-02-10 22:18:17.344
16,94014,23.95,2021-02-10T22:18:17.369Z,temperature,12,cough,18.15,2021-02-10 22:18:17.369
17,93824,1006.65,2021-02-10T22:18:17.383Z,pressure,12,cough,25.46,2021-02-10 22:18:17.383
18,93823,1006.07,2021-02-10T22:18:17.422Z,pressure,12,cough,25.46,2021-02-10 22:18:17.422
19,94013,23.95,2021-02-10T22:18:17.424Z,temperature,12,cough,18.15,2021-02-10 22:18:17.424
20,93822,1005.31,2021-02-10T22:18:17.462Z,pressure,12,cough,25.46,2021-02-10 22:18:17.462
21,94012,24.01,2021-02-10T22:18:17.479Z,temperature,12,cough,18.15,2021-02-10 22:18:17.479
22,93821,1004.96,2021-02-10T22:18:17.501Z,pressure,12,cough,25.46,2021-02-10 22:18:17.501
23,94011,24.0,2021-02-10T22:18:17.535Z,temperature,12,cough,18.15,2021-02-10 22:18:17.535
24,94112,1004.82,2021-02-10T22:18:17.542Z,pressure,12,cough,25.46,2021-02-10 22:18:17.542
25,94111,1004.78,2021-02-10T22:18:17.581Z,pressure,12,cough,25.46,2021-02-10 22:18:17.581
26,94010,24.01,2021-02-10T22:18:17.590Z,temperature,12,cough,18.15,2021-02-10 22:18:17.590
27,94110,1004.55,2021-02-10T22:18:17.620Z,pressure,12,cough,25.46,2021-02-10 22:18:17.620
28,94009,24.05,2021-02-10T22:18:17.645Z,temperature,12,cough,18.15,2021-02-10 22:18:17.645
29,94109,1004.51,2021-02-10T22:18:17.660Z,pressure,12,cough,25.46,2021-02-10 22:18:17.660
30,94108,1004.47,2021-02-10T22:18:17.699Z,pressure,12,cough,25.46,2021-02-10 22:18:17.699
31,94008,23.98,2021-02-10T22:18:17.700Z,temperature,12,cough,18.15,2021-02-10 22:18:17.700
32,94107,1004.45,2021-02-10T22:18:17.738Z,pressure,12,cough,25.46,2021-02-10 22:18:17.738
33,94007,24.02,2021-02-10T22:18:17.755Z,temperature,12,cough,18.15,2021-02-10 22:18:17.755
34,94106,1004.32,2021-02-10T22:18:17.777Z,pressure,12,cough,25.46,2021-02-10 22:18:17.777
35,94006,24.04,2021-02-10T22:18:17.810Z,temperature,12,cough,18.15,2021-02-10 22:18:17.810
36,94105,1004.36,2021-02-10T22:18:17.817Z,pressure,12,cough,25.46,2021-02-10 22:18:17.817
37,94104,1004.38,2021-02-10T22:18:17.856Z,pressure,12,cough,25.46,2021-02-10 22:18:17.856
38,94005,24.04,2021-02-10T22:18:17.865Z,temperature,12,cough,18.15,2021-02-10 22:18:17.865
39,94103,1004.39,2021-02-10T22:18:17.895Z,pressure,12,cough,25.46,2021-02-10 22:18:17.895
40,94004,24.02,2021-02-10T22:18:17.920Z,temperature,12,cough,18.15,2021-02-10 22:18:17.920
41,94102,1004.52,2021-02-10T22:18:17.935Z,pressure,12,cough,25.46,2021-02-10 22:18:17.935
42,94101,1004.69,2021-02-10T22:18:17.974Z,pressure,12,cough,25.46,2021-02-10 22:18:17.974
43,94003,24.06,2021-02-10T22:18:17.975Z,temperature,12,cough,18.15,2021-02-10 22:18:17.975
44,94100,1004.99,2021-02-10T22:18:18.013Z,pressure,12,cough,25.46,2021-02-10 22:18:18.013
45,94002,24.01,2021-02-10T22:18:18.030Z,temperature,12,cough,18.15,2021-02-10 22:18:18.030
46,94099,1005.39,2021-02-10T22:18:18.052Z,pressure,12,cough,25.46,2021-02-10 22:18:18.052
47,94001,24.08,2021-02-10T22:18:18.085Z,temperature,12,cough,18.15,2021-02-10 22:18:18.085
48,94098,1005.65,2021-02-10T22:18:18.092Z,pressure,12,cough,25.46,2021-02-10 22:18:18.092
49,94097,1005.65,2021-02-10T22:18:18.131Z,pressure,12,cough,25.46,2021-02-10 22:18:18.131
50,94000,24.03,2021-02-10T22:18:18.141Z,temperature,12,cough,18.15,2021-02-10 22:18:18.141
51,94096,1005.66,2021-02-10T22:18:18.170Z,pressure,12,cough,25.46,2021-02-10 22:18:18.170
52,93999,24.06,2021-02-10T22:18:18.196Z,temperature,12,cough,18.15,2021-02-10 22:18:18.196
53,94095,1005.65,2021-02-10T22:18:18.209Z,pressure,12,cough,25.46,2021-02-10 22:18:18.209
54,94094,1005.64,2021-02-10T22:18:18.249Z,pressure,12,cough,25.46,2021-02-10 22:18:18.249
55,93998,24.03,2021-02-10T22:18:18.251Z,temperature,12,cough,18.15,2021-02-10 22:18:18.251
56,94093,1005.64,2021-02-10T22:18:18.288Z,pressure,12,cough,25.46,2021-02-10 22:18:18.288
57,93997,24.02,2021-02-10T22:18:18.306Z,temperature,12,cough,18.15,2021-02-10 22:18:18.306
58,94092,1005.6,2021-02-10T22:18:18.327Z,pressure,12,cough,25.46,2021-02-10 22:18:18.327
59,93996,24.09,2021-02-10T22:18:18.361Z,temperature,12,cough,18.15,2021-02-10 22:18:18.361
60,94091,1005.64,2021-02-10T22:18:18.367Z,pressure,12,cough,25.46,2021-02-10 22:18:18.367
61,94090,1005.62,2021-02-10T22:18:18.406Z,pressure,12,cough,25.46,2021-02-10 22:18:18.406
62,93995,24.06,2021-02-10T22:18:18.416Z,temperature,12,cough,18.15,2021-02-10 22:18:18.416
63,94089,1005.6,2021-02-10T22:18:18.445Z,pressure,12,cough,25.46,2021-02-10 22:18:18.445
64,93994,24.09,2021-02-10T22:18:18.471Z,temperature,12,cough,18.15,2021-02-10 22:18:18.471
65,94088,1005.64,2021-02-10T22:18:18.484Z,pressure,12,cough,25.46,2021-02-10 22:18:18.484
66,94087,1005.61,2021-02-10T22:18:18.524Z,pressure,12,cough,25.46,2021-02-10 22:18:18.524
67,93993,24.08,2021-02-10T22:18:18.526Z,temperature,12,cough,18.15,2021-02-10 22:18:18.526
68,94086,1005.61,2021-02-10T22:18:18.563Z,pressure,12,cough,25.46,2021-02-10 22:18:18.563
