,id,value,date,type,event_id,event_type,frequency,datetime
0,128564,25.83,2021-02-11T21:43:09.294Z,temperature,14,cough,18.18,2021-02-11 21:43:09.294
1,128425,1007.74,2021-02-11T21:43:09.307Z,pressure,14,cough,25.46,2021-02-11 21:43:09.307
2,128329,1007.62,2021-02-11T21:43:09.308Z,pressure,14,cough,25.44,2021-02-11 21:43:09.308
3,128424,1007.76,2021-02-11T21:43:09.346Z,pressure,14,cough,25.46,2021-02-11 21:43:09.346
4,128328,1007.65,2021-02-11T21:43:09.348Z,pressure,14,cough,25.44,2021-02-11 21:43:09.348
5,128563,25.8,2021-02-11T21:43:09.349Z,temperature,14,cough,18.18,2021-02-11 21:43:09.349
6,128423,1007.71,2021-02-11T21:43:09.386Z,pressure,14,cough,25.46,2021-02-11 21:43:09.386
7,128327,1007.66,2021-02-11T21:43:09.387Z,pressure,14,cough,25.44,2021-02-11 21:43:09.387
8,128562,25.82,2021-02-11T21:43:09.404Z,temperature,14,cough,18.18,2021-02-11 21:43:09.404
9,128422,1007.77,2021-02-11T21:43:09.425Z,pressure,14,cough,25.46,2021-02-11 21:43:09.425
10,128326,1007.63,2021-02-11T21:43:09.426Z,pressure,14,cough,25.44,2021-02-11 21:43:09.426
11,128561,25.81,2021-02-11T21:43:09.459Z,temperature,14,cough,18.18,2021-02-11 21:43:09.459
12,128421,1007.75,2021-02-11T21:43:09.464Z,pressure,14,cough,25.46,2021-02-11 21:43:09.464
13,128325,1007.63,2021-02-11T21:43:09.466Z,pressure,14,cough,25.44,2021-02-11 21:43:09.466
14,128420,1007.67,2021-02-11T21:43:09.503Z,pressure,14,cough,25.46,2021-02-11 21:43:09.503
15,128324,1007.63,2021-02-11T21:43:09.505Z,pressure,14,cough,25.44,2021-02-11 21:43:09.505
16,128560,25.81,2021-02-11T21:43:09.514Z,temperature,14,cough,18.18,2021-02-11 21:43:09.514
17,128419,1007.6,2021-02-11T21:43:09.543Z,pressure,14,cough,25.46,2021-02-11 21:43:09.543
18,128323,1007.58,2021-02-11T21:43:09.544Z,pressure,14,cough,25.44,2021-02-11 21:43:09.544
19,128559,25.81,2021-02-11T21:43:09.569Z,temperature,14,cough,18.18,2021-02-11 21:43:09.569
20,128418,1007.51,2021-02-11T21:43:09.582Z,pressure,14,cough,25.46,2021-02-11 21:43:09.582
21,128322,1007.55,2021-02-11T21:43:09.584Z,pressure,14,cough,25.44,2021-02-11 21:43:09.584
22,128417,1007.34,2021-02-11T21:43:09.621Z,pressure,14,cough,25.46,2021-02-11 21:43:09.621
