,id,value,date,type,event_id,event_type,frequency,datetime
0,14746,22.04,2021-02-10T16:24:58.082Z,temperature,2,mask_off,18.16,2021-02-10 16:24:58.082
1,15004,1007.15,2021-02-10T16:24:58.087Z,pressure,2,mask_off,25.4,2021-02-10 16:24:58.087
2,15003,1007.14,2021-02-10T16:24:58.127Z,pressure,2,mask_off,25.4,2021-02-10 16:24:58.127
3,14745,22.03,2021-02-10T16:24:58.137Z,temperature,2,mask_off,18.16,2021-02-10 16:24:58.137
4,15002,1007.14,2021-02-10T16:24:58.166Z,pressure,2,mask_off,25.4,2021-02-10 16:24:58.166
5,14744,22.04,2021-02-10T16:24:58.192Z,temperature,2,mask_off,18.16,2021-02-10 16:24:58.192
6,15001,1007.14,2021-02-10T16:24:58.205Z,pressure,2,mask_off,25.4,2021-02-10 16:24:58.205
7,15000,1007.14,2021-02-10T16:24:58.245Z,pressure,2,mask_off,25.4,2021-02-10 16:24:58.245
8,14743,22.04,2021-02-10T16:24:58.247Z,temperature,2,mask_off,18.16,2021-02-10 16:24:58.247
9,14999,1007.14,2021-02-10T16:24:58.284Z,pressure,2,mask_off,25.4,2021-02-10 16:24:58.284
10,14742,22.02,2021-02-10T16:24:58.302Z,temperature,2,mask_off,18.16,2021-02-10 16:24:58.302
11,14998,1007.09,2021-02-10T16:24:58.324Z,pressure,2,mask_off,25.4,2021-02-10 16:24:58.324
12,14741,22.01,2021-02-10T16:24:58.357Z,temperature,2,mask_off,18.16,2021-02-10 16:24:58.357
13,14997,1007.14,2021-02-10T16:24:58.363Z,pressure,2,mask_off,25.4,2021-02-10 16:24:58.363
14,14996,1007.12,2021-02-10T16:24:58.402Z,pressure,2,mask_off,25.4,2021-02-10 16:24:58.402
15,15132,22.03,2021-02-10T16:24:58.411Z,temperature,2,mask_off,18.18,2021-02-10 16:24:58.411
16,14995,1007.15,2021-02-10T16:24:58.442Z,pressure,2,mask_off,25.4,2021-02-10 16:24:58.442
17,15131,22.02,2021-02-10T16:24:58.466Z,temperature,2,mask_off,18.18,2021-02-10 16:24:58.466
18,14994,1007.12,2021-02-10T16:24:58.481Z,pressure,2,mask_off,25.4,2021-02-10 16:24:58.481
19,14993,1007.12,2021-02-10T16:24:58.520Z,pressure,2,mask_off,25.4,2021-02-10 16:24:58.520
20,15130,22.04,2021-02-10T16:24:58.521Z,temperature,2,mask_off,18.18,2021-02-10 16:24:58.521
21,14992,1007.15,2021-02-10T16:24:58.560Z,pressure,2,mask_off,25.4,2021-02-10 16:24:58.560
22,15129,22.04,2021-02-10T16:24:58.576Z,temperature,2,mask_off,18.18,2021-02-10 16:24:58.576
23,14991,1007.14,2021-02-10T16:24:58.599Z,pressure,2,mask_off,25.4,2021-02-10 16:24:58.599
24,15128,22.02,2021-02-10T16:24:58.631Z,temperature,2,mask_off,18.18,2021-02-10 16:24:58.631
25,14990,1007.13,2021-02-10T16:24:58.639Z,pressure,2,mask_off,25.4,2021-02-10 16:24:58.639
26,14989,1007.12,2021-02-10T16:24:58.678Z,pressure,2,mask_off,25.4,2021-02-10 16:24:58.678
27,15127,22.01,2021-02-10T16:24:58.686Z,temperature,2,mask_off,18.18,2021-02-10 16:24:58.686
28,14988,1007.11,2021-02-10T16:24:58.717Z,pressure,2,mask_off,25.4,2021-02-10 16:24:58.717
29,15126,22.03,2021-02-10T16:24:58.741Z,temperature,2,mask_off,18.18,2021-02-10 16:24:58.741
30,14987,1007.11,2021-02-10T16:24:58.757Z,pressure,2,mask_off,25.4,2021-02-10 16:24:58.757
31,14986,1007.13,2021-02-10T16:24:58.796Z,pressure,2,mask_off,25.4,2021-02-10 16:24:58.796
32,15125,22.06,2021-02-10T16:24:58.796Z,temperature,2,mask_off,18.18,2021-02-10 16:24:58.796
33,14985,1007.11,2021-02-10T16:24:58.835Z,pressure,2,mask_off,25.4,2021-02-10 16:24:58.835
34,15124,22.04,2021-02-10T16:24:58.851Z,temperature,2,mask_off,18.18,2021-02-10 16:24:58.851
35,14984,1007.12,2021-02-10T16:24:58.875Z,pressure,2,mask_off,25.4,2021-02-10 16:24:58.875
36,15123,22.04,2021-02-10T16:24:58.906Z,temperature,2,mask_off,18.18,2021-02-10 16:24:58.906
37,14983,1007.16,2021-02-10T16:24:58.914Z,pressure,2,mask_off,25.4,2021-02-10 16:24:58.914
38,14982,1007.11,2021-02-10T16:24:58.954Z,pressure,2,mask_off,25.4,2021-02-10 16:24:58.954
39,15122,22.06,2021-02-10T16:24:58.961Z,temperature,2,mask_off,18.18,2021-02-10 16:24:58.961
40,14981,1007.16,2021-02-10T16:24:58.993Z,pressure,2,mask_off,25.4,2021-02-10 16:24:58.993
41,15121,22.06,2021-02-10T16:24:59.016Z,temperature,2,mask_off,18.18,2021-02-10 16:24:59.016
42,14980,1007.13,2021-02-10T16:24:59.032Z,pressure,2,mask_off,25.4,2021-02-10 16:24:59.032
43,15120,22.03,2021-02-10T16:24:59.071Z,temperature,2,mask_off,18.18,2021-02-10 16:24:59.071
44,14979,1007.11,2021-02-10T16:24:59.072Z,pressure,2,mask_off,25.4,2021-02-10 16:24:59.072
45,14978,1007.16,2021-02-10T16:24:59.111Z,pressure,2,mask_off,25.4,2021-02-10 16:24:59.111
46,15119,22.05,2021-02-10T16:24:59.126Z,temperature,2,mask_off,18.18,2021-02-10 16:24:59.126
47,14977,1007.14,2021-02-10T16:24:59.150Z,pressure,2,mask_off,25.4,2021-02-10 16:24:59.150
48,15118,22.01,2021-02-10T16:24:59.181Z,temperature,2,mask_off,18.18,2021-02-10 16:24:59.181
49,14976,1007.13,2021-02-10T16:24:59.190Z,pressure,2,mask_off,25.4,2021-02-10 16:24:59.190
50,14975,1007.09,2021-02-10T16:24:59.229Z,pressure,2,mask_off,25.4,2021-02-10 16:24:59.229
