,id,value,date,type,event_id,event_type,datetime
34,13465,1003.2,2021-02-08T22:05:48.983Z,pressure,3,normal_breathing,2021-02-08 22:05:48.983
35,13575,28.24,2021-02-08T22:05:49.014Z,temperature,3,normal_breathing,2021-02-08 22:05:49.014
36,13464,1003.22,2021-02-08T22:05:49.023Z,pressure,3,normal_breathing,2021-02-08 22:05:49.023
37,13463,1003.22,2021-02-08T22:05:49.062Z,pressure,3,normal_breathing,2021-02-08 22:05:49.062
38,13574,28.27,2021-02-08T22:05:49.069Z,temperature,3,normal_breathing,2021-02-08 22:05:49.069
39,13462,1003.26,2021-02-08T22:05:49.101Z,pressure,3,normal_breathing,2021-02-08 22:05:49.101
40,13573,28.25,2021-02-08T22:05:49.125Z,temperature,3,normal_breathing,2021-02-08 22:05:49.125
41,13461,1003.25,2021-02-08T22:05:49.140Z,pressure,3,normal_breathing,2021-02-08 22:05:49.140
42,13460,1003.24,2021-02-08T22:05:49.180Z,pressure,3,normal_breathing,2021-02-08 22:05:49.180
43,13572,28.19,2021-02-08T22:05:49.180Z,temperature,3,normal_breathing,2021-02-08 22:05:49.180
44,13459,1003.27,2021-02-08T22:05:49.219Z,pressure,3,normal_breathing,2021-02-08 22:05:49.219
45,13571,28.19,2021-02-08T22:05:49.235Z,temperature,3,normal_breathing,2021-02-08 22:05:49.235
46,13458,1003.25,2021-02-08T22:05:49.258Z,pressure,3,normal_breathing,2021-02-08 22:05:49.258
47,13570,28.15,2021-02-08T22:05:49.291Z,temperature,3,normal_breathing,2021-02-08 22:05:49.291
48,13457,1003.22,2021-02-08T22:05:49.298Z,pressure,3,normal_breathing,2021-02-08 22:05:49.298
49,13456,1003.25,2021-02-08T22:05:49.337Z,pressure,3,normal_breathing,2021-02-08 22:05:49.337
50,13569,28.14,2021-02-08T22:05:49.346Z,temperature,3,normal_breathing,2021-02-08 22:05:49.346
51,13455,1003.23,2021-02-08T22:05:49.376Z,pressure,3,normal_breathing,2021-02-08 22:05:49.376
52,13568,28.13,2021-02-08T22:05:49.402Z,temperature,3,normal_breathing,2021-02-08 22:05:49.402
53,13454,1003.25,2021-02-08T22:05:49.415Z,pressure,3,normal_breathing,2021-02-08 22:05:49.415
54,13453,1003.24,2021-02-08T22:05:49.455Z,pressure,3,normal_breathing,2021-02-08 22:05:49.455
55,13567,28.1,2021-02-08T22:05:49.457Z,temperature,3,normal_breathing,2021-02-08 22:05:49.457
56,13452,1003.23,2021-02-08T22:05:49.494Z,pressure,3,normal_breathing,2021-02-08 22:05:49.494
57,13566,28.14,2021-02-08T22:05:49.512Z,temperature,3,normal_breathing,2021-02-08 22:05:49.512
58,13451,1003.22,2021-02-08T22:05:49.533Z,pressure,3,normal_breathing,2021-02-08 22:05:49.533
59,13565,28.13,2021-02-08T22:05:49.568Z,temperature,3,normal_breathing,2021-02-08 22:05:49.568
60,13450,1003.22,2021-02-08T22:05:49.573Z,pressure,3,normal_breathing,2021-02-08 22:05:49.573
61,13449,1003.2,2021-02-08T22:05:49.612Z,pressure,3,normal_breathing,2021-02-08 22:05:49.612
62,13564,28.12,2021-02-08T22:05:49.623Z,temperature,3,normal_breathing,2021-02-08 22:05:49.623
63,13448,1003.2,2021-02-08T22:05:49.651Z,pressure,3,normal_breathing,2021-02-08 22:05:49.651
64,13563,28.09,2021-02-08T22:05:49.678Z,temperature,3,normal_breathing,2021-02-08 22:05:49.678
65,13447,1003.17,2021-02-08T22:05:49.690Z,pressure,3,normal_breathing,2021-02-08 22:05:49.690
66,13446,1003.22,2021-02-08T22:05:49.730Z,pressure,3,normal_breathing,2021-02-08 22:05:49.730
67,13562,28.06,2021-02-08T22:05:49.734Z,temperature,3,normal_breathing,2021-02-08 22:05:49.734
68,13445,1003.19,2021-02-08T22:05:49.769Z,pressure,3,normal_breathing,2021-02-08 22:05:49.769
69,13561,28.1,2021-02-08T22:05:49.789Z,temperature,3,normal_breathing,2021-02-08 22:05:49.789
70,13444,1003.16,2021-02-08T22:05:49.808Z,pressure,3,normal_breathing,2021-02-08 22:05:49.808
71,13560,28.09,2021-02-08T22:05:49.844Z,temperature,3,normal_breathing,2021-02-08 22:05:49.844
72,13443,1003.18,2021-02-08T22:05:49.847Z,pressure,3,normal_breathing,2021-02-08 22:05:49.847
73,13442,1003.16,2021-02-08T22:05:49.887Z,pressure,3,normal_breathing,2021-02-08 22:05:49.887
74,13559,28.1,2021-02-08T22:05:49.900Z,temperature,3,normal_breathing,2021-02-08 22:05:49.900
75,13441,1003.18,2021-02-08T22:05:49.926Z,pressure,3,normal_breathing,2021-02-08 22:05:49.926
76,13558,28.08,2021-02-08T22:05:49.955Z,temperature,3,normal_breathing,2021-02-08 22:05:49.955
77,13440,1003.13,2021-02-08T22:05:49.965Z,pressure,3,normal_breathing,2021-02-08 22:05:49.965
78,13439,1003.18,2021-02-08T22:05:50.005Z,pressure,3,normal_breathing,2021-02-08 22:05:50.005
79,13557,28.1,2021-02-08T22:05:50.010Z,temperature,3,normal_breathing,2021-02-08 22:05:50.010
80,13438,1003.14,2021-02-08T22:05:50.044Z,pressure,3,normal_breathing,2021-02-08 22:05:50.044
81,13556,28.11,2021-02-08T22:05:50.066Z,temperature,3,normal_breathing,2021-02-08 22:05:50.066
82,13437,1003.15,2021-02-08T22:05:50.083Z,pressure,3,normal_breathing,2021-02-08 22:05:50.083
83,13555,28.08,2021-02-08T22:05:50.121Z,temperature,3,normal_breathing,2021-02-08 22:05:50.121
84,13436,1003.15,2021-02-08T22:05:50.122Z,pressure,3,normal_breathing,2021-02-08 22:05:50.122
85,13435,1003.12,2021-02-08T22:05:50.162Z,pressure,3,normal_breathing,2021-02-08 22:05:50.162
86,13554,28.08,2021-02-08T22:05:50.176Z,temperature,3,normal_breathing,2021-02-08 22:05:50.176
87,13434,1003.16,2021-02-08T22:05:50.201Z,pressure,3,normal_breathing,2021-02-08 22:05:50.201
88,13553,28.1,2021-02-08T22:05:50.232Z,temperature,3,normal_breathing,2021-02-08 22:05:50.232
89,13433,1003.15,2021-02-08T22:05:50.240Z,pressure,3,normal_breathing,2021-02-08 22:05:50.240
90,13432,1003.14,2021-02-08T22:05:50.280Z,pressure,3,normal_breathing,2021-02-08 22:05:50.280
91,13552,28.11,2021-02-08T22:05:50.287Z,temperature,3,normal_breathing,2021-02-08 22:05:50.287
92,13431,1003.13,2021-02-08T22:05:50.319Z,pressure,3,normal_breathing,2021-02-08 22:05:50.319
93,13551,28.1,2021-02-08T22:05:50.342Z,temperature,3,normal_breathing,2021-02-08 22:05:50.342
94,13430,1003.15,2021-02-08T22:05:50.358Z,pressure,3,normal_breathing,2021-02-08 22:05:50.358
95,13429,1003.14,2021-02-08T22:05:50.397Z,pressure,3,normal_breathing,2021-02-08 22:05:50.397
96,13550,28.08,2021-02-08T22:05:50.398Z,temperature,3,normal_breathing,2021-02-08 22:05:50.398
97,13428,1003.13,2021-02-08T22:05:50.437Z,pressure,3,normal_breathing,2021-02-08 22:05:50.437
98,13549,28.05,2021-02-08T22:05:50.453Z,temperature,3,normal_breathing,2021-02-08 22:05:50.453
99,13427,1003.1,2021-02-08T22:05:50.476Z,pressure,3,normal_breathing,2021-02-08 22:05:50.476
100,13548,28.08,2021-02-08T22:05:50.508Z,temperature,3,normal_breathing,2021-02-08 22:05:50.508
101,13426,1003.14,2021-02-08T22:05:50.515Z,pressure,3,normal_breathing,2021-02-08 22:05:50.515
102,13425,1003.14,2021-02-08T22:05:50.554Z,pressure,3,normal_breathing,2021-02-08 22:05:50.554
103,13547,28.06,2021-02-08T22:05:50.564Z,temperature,3,normal_breathing,2021-02-08 22:05:50.564
104,13424,1003.13,2021-02-08T22:05:50.594Z,pressure,3,normal_breathing,2021-02-08 22:05:50.594
105,13546,28.09,2021-02-08T22:05:50.619Z,temperature,3,normal_breathing,2021-02-08 22:05:50.619
106,13423,1003.13,2021-02-08T22:05:50.633Z,pressure,3,normal_breathing,2021-02-08 22:05:50.633
107,13422,1003.11,2021-02-08T22:05:50.672Z,pressure,3,normal_breathing,2021-02-08 22:05:50.672
108,13545,28.11,2021-02-08T22:05:50.674Z,temperature,3,normal_breathing,2021-02-08 22:05:50.674
109,13421,1003.13,2021-02-08T22:05:50.712Z,pressure,3,normal_breathing,2021-02-08 22:05:50.712
110,13544,28.1,2021-02-08T22:05:50.730Z,temperature,3,normal_breathing,2021-02-08 22:05:50.730
111,13420,1003.11,2021-02-08T22:05:50.751Z,pressure,3,normal_breathing,2021-02-08 22:05:50.751
112,13543,28.12,2021-02-08T22:05:50.785Z,temperature,3,normal_breathing,2021-02-08 22:05:50.785
113,13419,1003.1,2021-02-08T22:05:50.790Z,pressure,3,normal_breathing,2021-02-08 22:05:50.790
114,13418,1003.12,2021-02-08T22:05:50.829Z,pressure,3,normal_breathing,2021-02-08 22:05:50.829
115,13542,28.11,2021-02-08T22:05:50.840Z,temperature,3,normal_breathing,2021-02-08 22:05:50.840
116,13417,1003.12,2021-02-08T22:05:50.869Z,pressure,3,normal_breathing,2021-02-08 22:05:50.869
117,13541,28.13,2021-02-08T22:05:50.896Z,temperature,3,normal_breathing,2021-02-08 22:05:50.896
118,13416,1003.1,2021-02-08T22:05:50.908Z,pressure,3,normal_breathing,2021-02-08 22:05:50.908
119,13415,1003.12,2021-02-08T22:05:50.947Z,pressure,3,normal_breathing,2021-02-08 22:05:50.947
120,13540,28.09,2021-02-08T22:05:50.951Z,temperature,3,normal_breathing,2021-02-08 22:05:50.951
121,13414,1003.11,2021-02-08T22:05:50.987Z,pressure,3,normal_breathing,2021-02-08 22:05:50.987
122,13539,28.12,2021-02-08T22:05:51.006Z,temperature,3,normal_breathing,2021-02-08 22:05:51.006
123,13413,1003.11,2021-02-08T22:05:51.026Z,pressure,3,normal_breathing,2021-02-08 22:05:51.026
124,13538,28.14,2021-02-08T22:05:51.062Z,temperature,3,normal_breathing,2021-02-08 22:05:51.062
125,13412,1003.11,2021-02-08T22:05:51.065Z,pressure,3,normal_breathing,2021-02-08 22:05:51.065
126,13411,1003.09,2021-02-08T22:05:51.104Z,pressure,3,normal_breathing,2021-02-08 22:05:51.104
127,13537,28.15,2021-02-08T22:05:51.117Z,temperature,3,normal_breathing,2021-02-08 22:05:51.117
128,13410,1003.07,2021-02-08T22:05:51.144Z,pressure,3,normal_breathing,2021-02-08 22:05:51.144
129,13536,28.15,2021-02-08T22:05:51.172Z,temperature,3,normal_breathing,2021-02-08 22:05:51.172
130,13409,1003.11,2021-02-08T22:05:51.183Z,pressure,3,normal_breathing,2021-02-08 22:05:51.183
131,13408,1003.13,2021-02-08T22:05:51.222Z,pressure,3,normal_breathing,2021-02-08 22:05:51.222
132,13535,28.18,2021-02-08T22:05:51.228Z,temperature,3,normal_breathing,2021-02-08 22:05:51.228
133,13407,1003.11,2021-02-08T22:05:51.261Z,pressure,3,normal_breathing,2021-02-08 22:05:51.261
134,13534,28.23,2021-02-08T22:05:51.283Z,temperature,3,normal_breathing,2021-02-08 22:05:51.283
135,13406,1003.11,2021-02-08T22:05:51.301Z,pressure,3,normal_breathing,2021-02-08 22:05:51.301
136,13533,28.2,2021-02-08T22:05:51.338Z,temperature,3,normal_breathing,2021-02-08 22:05:51.338
137,13405,1003.09,2021-02-08T22:05:51.340Z,pressure,3,normal_breathing,2021-02-08 22:05:51.340
138,13404,1003.1,2021-02-08T22:05:51.379Z,pressure,3,normal_breathing,2021-02-08 22:05:51.379
139,13532,28.23,2021-02-08T22:05:51.394Z,temperature,3,normal_breathing,2021-02-08 22:05:51.394
140,13403,1003.11,2021-02-08T22:05:51.419Z,pressure,3,normal_breathing,2021-02-08 22:05:51.419
141,13531,28.23,2021-02-08T22:05:51.449Z,temperature,3,normal_breathing,2021-02-08 22:05:51.449
142,13402,1003.08,2021-02-08T22:05:51.458Z,pressure,3,normal_breathing,2021-02-08 22:05:51.458
143,13401,1003.06,2021-02-08T22:05:51.497Z,pressure,3,normal_breathing,2021-02-08 22:05:51.497
144,13530,28.27,2021-02-08T22:05:51.504Z,temperature,3,normal_breathing,2021-02-08 22:05:51.504
145,13400,1003.01,2021-02-08T22:05:51.536Z,pressure,3,normal_breathing,2021-02-08 22:05:51.536
146,13529,28.24,2021-02-08T22:05:51.560Z,temperature,3,normal_breathing,2021-02-08 22:05:51.560
147,13399,1003.03,2021-02-08T22:05:51.576Z,pressure,3,normal_breathing,2021-02-08 22:05:51.576
148,13398,1003.01,2021-02-08T22:05:51.615Z,pressure,3,normal_breathing,2021-02-08 22:05:51.615
149,13528,28.21,2021-02-08T22:05:51.615Z,temperature,3,normal_breathing,2021-02-08 22:05:51.615
150,13397,1002.99,2021-02-08T22:05:51.654Z,pressure,3,normal_breathing,2021-02-08 22:05:51.654
151,13527,28.18,2021-02-08T22:05:51.670Z,temperature,3,normal_breathing,2021-02-08 22:05:51.670
152,13396,1002.99,2021-02-08T22:05:51.694Z,pressure,3,normal_breathing,2021-02-08 22:05:51.694
153,13526,28.24,2021-02-08T22:05:51.726Z,temperature,3,normal_breathing,2021-02-08 22:05:51.726
154,13395,1002.95,2021-02-08T22:05:51.733Z,pressure,3,normal_breathing,2021-02-08 22:05:51.733
155,13394,1003.0,2021-02-08T22:05:51.772Z,pressure,3,normal_breathing,2021-02-08 22:05:51.772
156,13525,28.25,2021-02-08T22:05:51.781Z,temperature,3,normal_breathing,2021-02-08 22:05:51.781
157,13393,1002.97,2021-02-08T22:05:51.811Z,pressure,3,normal_breathing,2021-02-08 22:05:51.811
158,13524,28.27,2021-02-08T22:05:51.836Z,temperature,3,normal_breathing,2021-02-08 22:05:51.836
159,13392,1002.99,2021-02-08T22:05:51.851Z,pressure,3,normal_breathing,2021-02-08 22:05:51.851
160,13391,1002.98,2021-02-08T22:05:51.890Z,pressure,3,normal_breathing,2021-02-08 22:05:51.890
161,13523,28.24,2021-02-08T22:05:51.892Z,temperature,3,normal_breathing,2021-02-08 22:05:51.892
162,13390,1003.01,2021-02-08T22:05:51.929Z,pressure,3,normal_breathing,2021-02-08 22:05:51.929
163,13522,28.27,2021-02-08T22:05:51.947Z,temperature,3,normal_breathing,2021-02-08 22:05:51.947
164,13389,1002.97,2021-02-08T22:05:51.968Z,pressure,3,normal_breathing,2021-02-08 22:05:51.968
165,13521,28.27,2021-02-08T22:05:52.003Z,temperature,3,normal_breathing,2021-02-08 22:05:52.003
166,13388,1002.97,2021-02-08T22:05:52.008Z,pressure,3,normal_breathing,2021-02-08 22:05:52.008
167,13387,1003.0,2021-02-08T22:05:52.047Z,pressure,3,normal_breathing,2021-02-08 22:05:52.047
168,13520,28.26,2021-02-08T22:05:52.058Z,temperature,3,normal_breathing,2021-02-08 22:05:52.058
169,13386,1003.01,2021-02-08T22:05:52.086Z,pressure,3,normal_breathing,2021-02-08 22:05:52.086
170,13519,28.26,2021-02-08T22:05:52.113Z,temperature,3,normal_breathing,2021-02-08 22:05:52.113
171,13385,1003.01,2021-02-08T22:05:52.126Z,pressure,3,normal_breathing,2021-02-08 22:05:52.126
172,13676,1002.97,2021-02-08T22:05:52.163Z,pressure,3,normal_breathing,2021-02-08 22:05:52.163
173,13518,28.29,2021-02-08T22:05:52.169Z,temperature,3,normal_breathing,2021-02-08 22:05:52.169
174,13675,1002.98,2021-02-08T22:05:52.202Z,pressure,3,normal_breathing,2021-02-08 22:05:52.202
175,13517,28.31,2021-02-08T22:05:52.224Z,temperature,3,normal_breathing,2021-02-08 22:05:52.224
176,13674,1002.97,2021-02-08T22:05:52.242Z,pressure,3,normal_breathing,2021-02-08 22:05:52.242
177,13516,28.32,2021-02-08T22:05:52.279Z,temperature,3,normal_breathing,2021-02-08 22:05:52.279
178,13673,1002.97,2021-02-08T22:05:52.281Z,pressure,3,normal_breathing,2021-02-08 22:05:52.281
179,13672,1002.96,2021-02-08T22:05:52.320Z,pressure,3,normal_breathing,2021-02-08 22:05:52.320
180,13515,28.28,2021-02-08T22:05:52.335Z,temperature,3,normal_breathing,2021-02-08 22:05:52.335
181,13671,1002.95,2021-02-08T22:05:52.359Z,pressure,3,normal_breathing,2021-02-08 22:05:52.359
182,13514,28.26,2021-02-08T22:05:52.390Z,temperature,3,normal_breathing,2021-02-08 22:05:52.390
183,13670,1002.96,2021-02-08T22:05:52.399Z,pressure,3,normal_breathing,2021-02-08 22:05:52.399
184,13669,1002.98,2021-02-08T22:05:52.438Z,pressure,3,normal_breathing,2021-02-08 22:05:52.438
185,13513,28.29,2021-02-08T22:05:52.445Z,temperature,3,normal_breathing,2021-02-08 22:05:52.445
186,13668,1002.99,2021-02-08T22:05:52.477Z,pressure,3,normal_breathing,2021-02-08 22:05:52.477
187,13512,28.31,2021-02-08T22:05:52.501Z,temperature,3,normal_breathing,2021-02-08 22:05:52.501
188,13667,1002.96,2021-02-08T22:05:52.516Z,pressure,3,normal_breathing,2021-02-08 22:05:52.516
189,13511,28.29,2021-02-08T22:05:52.556Z,temperature,3,normal_breathing,2021-02-08 22:05:52.556
190,13666,1003.01,2021-02-08T22:05:52.556Z,pressure,3,normal_breathing,2021-02-08 22:05:52.556
191,13665,1002.99,2021-02-08T22:05:52.595Z,pressure,3,normal_breathing,2021-02-08 22:05:52.595
192,13510,28.3,2021-02-08T22:05:52.611Z,temperature,3,normal_breathing,2021-02-08 22:05:52.611
193,13664,1002.99,2021-02-08T22:05:52.634Z,pressure,3,normal_breathing,2021-02-08 22:05:52.634
194,13509,28.31,2021-02-08T22:05:52.667Z,temperature,3,normal_breathing,2021-02-08 22:05:52.667
195,13663,1002.99,2021-02-08T22:05:52.674Z,pressure,3,normal_breathing,2021-02-08 22:05:52.674
196,13662,1003.03,2021-02-08T22:05:52.713Z,pressure,3,normal_breathing,2021-02-08 22:05:52.713
197,13508,28.31,2021-02-08T22:05:52.722Z,temperature,3,normal_breathing,2021-02-08 22:05:52.722
198,13661,1003.03,2021-02-08T22:05:52.752Z,pressure,3,normal_breathing,2021-02-08 22:05:52.752
199,13507,28.31,2021-02-08T22:05:52.777Z,temperature,3,normal_breathing,2021-02-08 22:05:52.777
200,13660,1003.02,2021-02-08T22:05:52.791Z,pressure,3,normal_breathing,2021-02-08 22:05:52.791
201,13659,1003.03,2021-02-08T22:05:52.831Z,pressure,3,normal_breathing,2021-02-08 22:05:52.831
202,13506,28.3,2021-02-08T22:05:52.833Z,temperature,3,normal_breathing,2021-02-08 22:05:52.833
203,13658,1003.01,2021-02-08T22:05:52.870Z,pressure,3,normal_breathing,2021-02-08 22:05:52.870
204,13505,28.27,2021-02-08T22:05:52.888Z,temperature,3,normal_breathing,2021-02-08 22:05:52.888
205,13657,1003.01,2021-02-08T22:05:52.909Z,pressure,3,normal_breathing,2021-02-08 22:05:52.909
206,13504,28.33,2021-02-08T22:05:52.943Z,temperature,3,normal_breathing,2021-02-08 22:05:52.943
207,13656,1003.02,2021-02-08T22:05:52.949Z,pressure,3,normal_breathing,2021-02-08 22:05:52.949
208,13655,1003.02,2021-02-08T22:05:52.988Z,pressure,3,normal_breathing,2021-02-08 22:05:52.988
209,13503,28.32,2021-02-08T22:05:52.999Z,temperature,3,normal_breathing,2021-02-08 22:05:52.999
210,13654,1003.02,2021-02-08T22:05:53.027Z,pressure,3,normal_breathing,2021-02-08 22:05:53.027
211,13502,28.34,2021-02-08T22:05:53.054Z,temperature,3,normal_breathing,2021-02-08 22:05:53.054
212,13653,1003.02,2021-02-08T22:05:53.066Z,pressure,3,normal_breathing,2021-02-08 22:05:53.066
213,13652,1003.05,2021-02-08T22:05:53.106Z,pressure,3,normal_breathing,2021-02-08 22:05:53.106
214,13501,28.29,2021-02-08T22:05:53.109Z,temperature,3,normal_breathing,2021-02-08 22:05:53.109
215,13651,1003.04,2021-02-08T22:05:53.145Z,pressure,3,normal_breathing,2021-02-08 22:05:53.145
216,13500,28.32,2021-02-08T22:05:53.165Z,temperature,3,normal_breathing,2021-02-08 22:05:53.165
217,13650,1003.03,2021-02-08T22:05:53.184Z,pressure,3,normal_breathing,2021-02-08 22:05:53.184
218,13499,28.32,2021-02-08T22:05:53.220Z,temperature,3,normal_breathing,2021-02-08 22:05:53.220
219,13649,1003.05,2021-02-08T22:05:53.223Z,pressure,3,normal_breathing,2021-02-08 22:05:53.223
220,13648,1003.07,2021-02-08T22:05:53.263Z,pressure,3,normal_breathing,2021-02-08 22:05:53.263
221,13498,28.34,2021-02-08T22:05:53.275Z,temperature,3,normal_breathing,2021-02-08 22:05:53.275
222,13647,1003.04,2021-02-08T22:05:53.302Z,pressure,3,normal_breathing,2021-02-08 22:05:53.302
223,13497,28.27,2021-02-08T22:05:53.331Z,temperature,3,normal_breathing,2021-02-08 22:05:53.331
224,13646,1003.03,2021-02-08T22:05:53.341Z,pressure,3,normal_breathing,2021-02-08 22:05:53.341
225,13645,1003.05,2021-02-08T22:05:53.381Z,pressure,3,normal_breathing,2021-02-08 22:05:53.381
226,13496,28.29,2021-02-08T22:05:53.386Z,temperature,3,normal_breathing,2021-02-08 22:05:53.386
227,13644,1003.1,2021-02-08T22:05:53.420Z,pressure,3,normal_breathing,2021-02-08 22:05:53.420
228,13495,28.31,2021-02-08T22:05:53.441Z,temperature,3,normal_breathing,2021-02-08 22:05:53.441
229,13643,1003.14,2021-02-08T22:05:53.459Z,pressure,3,normal_breathing,2021-02-08 22:05:53.459
230,13494,28.31,2021-02-08T22:05:53.497Z,temperature,3,normal_breathing,2021-02-08 22:05:53.497
231,13642,1003.16,2021-02-08T22:05:53.498Z,pressure,3,normal_breathing,2021-02-08 22:05:53.498
232,13641,1003.23,2021-02-08T22:05:53.538Z,pressure,3,normal_breathing,2021-02-08 22:05:53.538
233,13493,28.28,2021-02-08T22:05:53.552Z,temperature,3,normal_breathing,2021-02-08 22:05:53.552
234,13640,1003.21,2021-02-08T22:05:53.577Z,pressure,3,normal_breathing,2021-02-08 22:05:53.577
235,13492,28.31,2021-02-08T22:05:53.607Z,temperature,3,normal_breathing,2021-02-08 22:05:53.607
236,13639,1003.22,2021-02-08T22:05:53.616Z,pressure,3,normal_breathing,2021-02-08 22:05:53.616
237,13638,1003.25,2021-02-08T22:05:53.656Z,pressure,3,normal_breathing,2021-02-08 22:05:53.656
238,13491,28.26,2021-02-08T22:05:53.663Z,temperature,3,normal_breathing,2021-02-08 22:05:53.663
239,13637,1003.27,2021-02-08T22:05:53.695Z,pressure,3,normal_breathing,2021-02-08 22:05:53.695
240,13490,28.24,2021-02-08T22:05:53.718Z,temperature,3,normal_breathing,2021-02-08 22:05:53.718
241,13636,1003.26,2021-02-08T22:05:53.734Z,pressure,3,normal_breathing,2021-02-08 22:05:53.734
242,13489,28.21,2021-02-08T22:05:53.773Z,temperature,3,normal_breathing,2021-02-08 22:05:53.773
243,13635,1003.22,2021-02-08T22:05:53.773Z,pressure,3,normal_breathing,2021-02-08 22:05:53.773
244,13634,1003.23,2021-02-08T22:05:53.813Z,pressure,3,normal_breathing,2021-02-08 22:05:53.813
245,13488,28.15,2021-02-08T22:05:53.829Z,temperature,3,normal_breathing,2021-02-08 22:05:53.829
246,13633,1003.23,2021-02-08T22:05:53.852Z,pressure,3,normal_breathing,2021-02-08 22:05:53.852
247,13487,28.21,2021-02-08T22:05:53.884Z,temperature,3,normal_breathing,2021-02-08 22:05:53.884
248,13632,1003.26,2021-02-08T22:05:53.891Z,pressure,3,normal_breathing,2021-02-08 22:05:53.891
249,13631,1003.22,2021-02-08T22:05:53.930Z,pressure,3,normal_breathing,2021-02-08 22:05:53.930
250,13486,28.19,2021-02-08T22:05:53.939Z,temperature,3,normal_breathing,2021-02-08 22:05:53.939
251,13630,1003.22,2021-02-08T22:05:53.970Z,pressure,3,normal_breathing,2021-02-08 22:05:53.970
252,13485,28.21,2021-02-08T22:05:53.995Z,temperature,3,normal_breathing,2021-02-08 22:05:53.995
253,13629,1003.26,2021-02-08T22:05:54.009Z,pressure,3,normal_breathing,2021-02-08 22:05:54.009
254,13628,1003.25,2021-02-08T22:05:54.048Z,pressure,3,normal_breathing,2021-02-08 22:05:54.048
