,id,value,date,type,event_id,event_type,frequency,datetime
0,135480,1007.9,2021-02-11T21:46:35.396Z,pressure,16,cough,25.5,2021-02-11 21:46:35.396
1,135355,31.99,2021-02-11T21:46:35.401Z,temperature,16,cough,18.17,2021-02-11 21:46:35.401
2,135479,1007.87,2021-02-11T21:46:35.435Z,pressure,16,cough,25.5,2021-02-11 21:46:35.435
3,135354,31.99,2021-02-11T21:46:35.456Z,temperature,16,cough,18.17,2021-02-11 21:46:35.456
4,135478,1007.94,2021-02-11T21:46:35.474Z,pressure,16,cough,25.5,2021-02-11 21:46:35.474
5,135353,31.98,2021-02-11T21:46:35.511Z,temperature,16,cough,18.17,2021-02-11 21:46:35.511
6,135477,1007.86,2021-02-11T21:46:35.513Z,pressure,16,cough,25.5,2021-02-11 21:46:35.513
7,135476,1007.88,2021-02-11T21:46:35.553Z,pressure,16,cough,25.5,2021-02-11 21:46:35.553
8,135352,31.99,2021-02-11T21:46:35.566Z,temperature,16,cough,18.17,2021-02-11 21:46:35.566
9,135475,1007.84,2021-02-11T21:46:35.592Z,pressure,16,cough,25.5,2021-02-11 21:46:35.592
10,135351,32.03,2021-02-11T21:46:35.621Z,temperature,16,cough,18.17,2021-02-11 21:46:35.621
11,135474,1007.83,2021-02-11T21:46:35.631Z,pressure,16,cough,25.5,2021-02-11 21:46:35.631
12,135473,1007.8,2021-02-11T21:46:35.670Z,pressure,16,cough,25.5,2021-02-11 21:46:35.670
13,135350,32.01,2021-02-11T21:46:35.676Z,temperature,16,cough,18.17,2021-02-11 21:46:35.676
14,135472,1007.77,2021-02-11T21:46:35.710Z,pressure,16,cough,25.5,2021-02-11 21:46:35.710
15,135349,32.03,2021-02-11T21:46:35.731Z,temperature,16,cough,18.17,2021-02-11 21:46:35.731
16,135471,1007.8,2021-02-11T21:46:35.749Z,pressure,16,cough,25.5,2021-02-11 21:46:35.749
17,135348,32.03,2021-02-11T21:46:35.786Z,temperature,16,cough,18.17,2021-02-11 21:46:35.786
18,135470,1007.74,2021-02-11T21:46:35.788Z,pressure,16,cough,25.5,2021-02-11 21:46:35.788
19,135469,1007.72,2021-02-11T21:46:35.827Z,pressure,16,cough,25.5,2021-02-11 21:46:35.827
20,135347,32.01,2021-02-11T21:46:35.841Z,temperature,16,cough,18.17,2021-02-11 21:46:35.841
21,135468,1007.71,2021-02-11T21:46:35.866Z,pressure,16,cough,25.5,2021-02-11 21:46:35.866
22,135346,32.05,2021-02-11T21:46:35.896Z,temperature,16,cough,18.17,2021-02-11 21:46:35.896
23,135467,1007.74,2021-02-11T21:46:35.906Z,pressure,16,cough,25.5,2021-02-11 21:46:35.906
24,135466,1007.71,2021-02-11T21:46:35.945Z,pressure,16,cough,25.5,2021-02-11 21:46:35.945
25,135345,32.07,2021-02-11T21:46:35.951Z,temperature,16,cough,18.17,2021-02-11 21:46:35.951
26,135465,1007.68,2021-02-11T21:46:35.984Z,pressure,16,cough,25.5,2021-02-11 21:46:35.984
27,135344,32.0,2021-02-11T21:46:36.006Z,temperature,16,cough,18.17,2021-02-11 21:46:36.006
28,135464,1007.69,2021-02-11T21:46:36.023Z,pressure,16,cough,25.5,2021-02-11 21:46:36.023
29,135343,32.01,2021-02-11T21:46:36.061Z,temperature,16,cough,18.17,2021-02-11 21:46:36.061
30,135463,1007.67,2021-02-11T21:46:36.063Z,pressure,16,cough,25.5,2021-02-11 21:46:36.063
31,135462,1007.67,2021-02-11T21:46:36.102Z,pressure,16,cough,25.5,2021-02-11 21:46:36.102
32,135342,32.03,2021-02-11T21:46:36.116Z,temperature,16,cough,18.17,2021-02-11 21:46:36.116
33,135461,1007.66,2021-02-11T21:46:36.141Z,pressure,16,cough,25.5,2021-02-11 21:46:36.141
34,135341,32.03,2021-02-11T21:46:36.171Z,temperature,16,cough,18.17,2021-02-11 21:46:36.171
35,135460,1007.68,2021-02-11T21:46:36.180Z,pressure,16,cough,25.5,2021-02-11 21:46:36.180
36,135459,1007.66,2021-02-11T21:46:36.219Z,pressure,16,cough,25.5,2021-02-11 21:46:36.219
