Time,Arb
'0:0:12.02,488
'0:0:12.03,490
'0:0:12.04,495
'0:0:12.05,498
'0:0:12.06,502
'0:0:12.07,505
'0:0:12.08,509
'0:0:12.09,512
'0:0:12.1,515
'0:0:12.11,518
'0:0:12.12,521
'0:0:12.13,523
'0:0:12.14,527
'0:0:12.15,529
'0:0:12.16,533
'0:0:12.17,535
'0:0:12.18,539
'0:0:12.19,541
'0:0:12.2,544
'0:0:12.21,547
'0:0:12.22,549
'0:0:12.23,552
'0:0:12.24,554
'0:0:12.25,556
'0:0:12.26,559
'0:0:12.27,560
'0:0:12.28,563
'0:0:12.29,565
'0:0:12.3,567
'0:0:12.31,569
'0:0:12.32,572
'0:0:12.33,574
'0:0:12.34,577
'0:0:12.35,579
'0:0:12.36,582
'0:0:12.37,584
'0:0:12.38,588
'0:0:12.39,590
'0:0:12.4,593
'0:0:12.41,596
'0:0:12.42,600
'0:0:12.43,603
'0:0:12.44,607
'0:0:12.45,610
'0:0:12.46,614
'0:0:12.47,617
'0:0:12.48,621
'0:0:12.49,624
'0:0:12.5,627
'0:0:12.51,630
'0:0:12.52,634
'0:0:12.53,636
'0:0:12.54,640
'0:0:12.55,642
'0:0:12.56,645
'0:0:12.57,647
'0:0:12.58,650
'0:0:12.59,652
'0:0:12.6,655
'0:0:12.61,658
'0:0:12.62,660
'0:0:12.63,662
'0:0:12.64,665
'0:0:12.65,668
'0:0:12.66,671
'0:0:12.67,672
'0:0:12.68,675
'0:0:12.69,677
'0:0:12.7,680
'0:0:12.71,681
'0:0:12.72,684
'0:0:12.73,686
'0:0:12.74,688
'0:0:12.75,689
'0:0:12.76,692
'0:0:12.77,694
'0:0:12.78,696
'0:0:12.79,697
'0:0:12.8,699
'0:0:12.81,701
'0:0:12.82,703
'0:0:12.83,704
'0:0:12.84,705
'0:0:12.85,706
'0:0:12.86,706
'0:0:12.87,707
'0:0:12.88,707
'0:0:12.89,708
'0:0:12.9,708
'0:0:12.91,709
'0:0:12.92,710
'0:0:12.93,711
'0:0:12.94,713
'0:0:12.95,714
'0:0:12.96,717
'0:0:12.97,718
'0:0:12.98,721
'0:0:12.99,723
'0:0:13.0,726
'0:0:13.01,727
'0:0:13.02,730
'0:0:13.03,732
'0:0:13.04,735
'0:0:13.05,737
'0:0:13.06,741
'0:0:13.07,743
'0:0:13.08,747
'0:0:13.09,749
'0:0:13.1,753
'0:0:13.11,756
'0:0:13.12,760
'0:0:13.13,762
'0:0:13.14,765
'0:0:13.15,767
'0:0:13.16,770
'0:0:13.17,771
'0:0:13.18,773
'0:0:13.19,774
'0:0:13.2,776
'0:0:13.21,777
'0:0:13.22,778
'0:0:13.23,779
'0:0:13.24,781
'0:0:13.25,782
'0:0:13.26,784
'0:0:13.27,786
'0:0:13.28,787
'0:0:13.29,789
'0:0:13.3,791
'0:0:13.31,792
'0:0:13.32,794
'0:0:13.33,796
'0:0:13.34,798
'0:0:13.35,799
'0:0:13.36,801
'0:0:13.37,802
'0:0:13.38,804
'0:0:13.39,805
'0:0:13.4,807
'0:0:13.41,808
'0:0:13.42,809
'0:0:13.43,810
'0:0:13.44,811
'0:0:13.45,812
'0:0:13.46,813
'0:0:13.47,814
'0:0:13.48,815
'0:0:13.49,816
'0:0:13.5,817
'0:0:13.51,818
'0:0:13.52,819
'0:0:13.53,820
'0:0:13.54,822
'0:0:13.55,823
'0:0:13.56,825
'0:0:13.57,826
'0:0:13.58,828
'0:0:13.59,829
'0:0:13.6,832
'0:0:13.61,833
'0:0:13.62,835
'0:0:13.63,836
'0:0:13.64,838
'0:0:13.65,839
'0:0:13.66,841
'0:0:13.67,842
'0:0:13.68,844
'0:0:13.69,845
'0:0:13.7,847
'0:0:13.71,848
'0:0:13.72,849
'0:0:13.73,850
'0:0:13.74,851
'0:0:13.75,852
'0:0:13.76,852
'0:0:13.77,852
'0:0:13.78,851
'0:0:13.79,851
'0:0:13.8,850
'0:0:13.81,850
'0:0:13.82,849
'0:0:13.83,849
'0:0:13.84,848
'0:0:13.85,848
'0:0:13.86,847
'0:0:13.87,847
'0:0:13.88,847
'0:0:13.89,847
'0:0:13.9,847
'0:0:13.91,847
'0:0:13.92,847
'0:0:13.93,847
'0:0:13.94,848
'0:0:13.95,848
'0:0:13.96,848
'0:0:13.97,849
'0:0:13.98,849
'0:0:13.99,850
'0:0:14.0,851
'0:0:14.01,852
'0:0:14.02,854
'0:0:14.03,855
'0:0:14.04,857
'0:0:14.05,858
'0:0:14.06,860
'0:0:14.07,861
'0:0:14.08,862
'0:0:14.09,863
'0:0:14.1,865
'0:0:14.11,865
'0:0:14.12,867
'0:0:14.13,867
'0:0:14.14,869
'0:0:14.15,870
'0:0:14.16,872
'0:0:14.17,874
'0:0:14.18,876
'0:0:14.19,878
'0:0:14.2,880
'0:0:14.21,882
'0:0:14.22,884
'0:0:14.23,886
'0:0:14.24,888
'0:0:14.25,889
'0:0:14.26,891
'0:0:14.27,892
'0:0:14.28,894
'0:0:14.29,895
'0:0:14.3,897
'0:0:14.31,898
'0:0:14.32,899
'0:0:14.33,899
'0:0:14.34,900
'0:0:14.35,900
'0:0:14.36,900
'0:0:14.37,900
'0:0:14.38,900
'0:0:14.39,899
'0:0:14.4,899
'0:0:14.41,898
'0:0:14.42,898
'0:0:14.43,897
'0:0:14.44,897
'0:0:14.45,896
'0:0:14.46,896
'0:0:14.47,895
'0:0:14.48,895
'0:0:14.49,895
'0:0:14.5,895
'0:0:14.51,894
'0:0:14.52,894
'0:0:14.53,893
'0:0:14.54,892
'0:0:14.55,892
'0:0:14.56,891
'0:0:14.57,891
'0:0:14.58,890
'0:0:14.59,889
'0:0:14.6,888
'0:0:14.61,888
'0:0:14.62,886
'0:0:14.63,885
'0:0:14.64,883
'0:0:14.65,881
'0:0:14.66,878
'0:0:14.67,875
'0:0:14.68,871
'0:0:14.69,868
'0:0:14.7,864
'0:0:14.71,861
'0:0:14.72,856
'0:0:14.73,852
'0:0:14.74,848
'0:0:14.75,845
'0:0:14.76,841
'0:0:14.77,838
'0:0:14.78,835
'0:0:14.79,832
'0:0:14.8,829
'0:0:14.81,827
'0:0:14.82,824
'0:0:14.83,821
'0:0:14.84,818
'0:0:14.85,816
'0:0:14.86,812
'0:0:14.87,809
'0:0:14.88,806
'0:0:14.89,803
'0:0:14.9,800
'0:0:14.91,798
'0:0:14.92,795
'0:0:14.93,792
'0:0:14.94,789
'0:0:14.95,787
'0:0:14.96,784
'0:0:14.97,782
'0:0:14.98,779
'0:0:14.99,776
'0:0:15.0,773
'0:0:15.01,771
'0:0:15.02,767
'0:0:15.03,765
'0:0:15.04,763
'0:0:15.05,761
'0:0:15.06,759
'0:0:15.07,758
'0:0:15.08,756
'0:0:15.09,755
'0:0:15.1,753
'0:0:15.11,752
'0:0:15.12,749
'0:0:15.13,748
'0:0:15.14,745
'0:0:15.15,744
'0:0:15.16,741
'0:0:15.17,739
'0:0:15.18,736
'0:0:15.19,734
'0:0:15.2,731
'0:0:15.21,729
'0:0:15.22,726
'0:0:15.23,724
'0:0:15.24,721
'0:0:15.25,719
'0:0:15.26,716
'0:0:15.27,714
'0:0:15.28,711
'0:0:15.29,709
'0:0:15.3,706
'0:0:15.31,704
'0:0:15.32,701
'0:0:15.33,699
'0:0:15.34,697
'0:0:15.35,695
'0:0:15.36,692
'0:0:15.37,691
'0:0:15.38,688
'0:0:15.39,687
'0:0:15.4,685
'0:0:15.41,683
'0:0:15.42,680
'0:0:15.43,679
'0:0:15.44,676
'0:0:15.45,674
'0:0:15.46,672
'0:0:15.47,671
'0:0:15.48,668
'0:0:15.49,666
'0:0:15.5,664
'0:0:15.51,662
'0:0:15.52,660
'0:0:15.53,658
'0:0:15.54,655
'0:0:15.55,654
'0:0:15.56,650
'0:0:15.57,647
'0:0:15.58,643
'0:0:15.59,640
'0:0:15.6,635
'0:0:15.61,632
'0:0:15.62,627
'0:0:15.63,624
'0:0:15.64,619
'0:0:15.65,617
'0:0:15.66,613
'0:0:15.67,612
'0:0:15.68,609
'0:0:15.69,608
'0:0:15.7,606
'0:0:15.71,605
'0:0:15.72,603
'0:0:15.73,602
'0:0:15.74,600
'0:0:15.75,599
'0:0:15.76,597
'0:0:15.77,595
'0:0:15.78,592
'0:0:15.79,591
'0:0:15.8,589
'0:0:15.81,587
'0:0:15.82,586
'0:0:15.83,584
'0:0:15.84,583
'0:0:15.85,582
'0:0:15.86,580
'0:0:15.87,579
'0:0:15.88,577
'0:0:15.89,576
'0:0:15.9,574
'0:0:15.91,573
'0:0:15.92,571
'0:0:15.93,570
'0:0:15.94,569
'0:0:15.95,568
'0:0:15.96,567
'0:0:15.97,566
'0:0:15.98,565
'0:0:15.99,564
'0:0:16.0,562
'0:0:16.01,561
'0:0:16.02,560
'0:0:16.03,559
'0:0:16.04,557
'0:0:16.05,556
'0:0:16.06,554
'0:0:16.07,552
'0:0:16.08,551
'0:0:16.09,550
'0:0:16.1,548
'0:0:16.11,547
'0:0:16.12,546
'0:0:16.13,545
'0:0:16.14,543
'0:0:16.15,542
'0:0:16.16,541
'0:0:16.17,540
'0:0:16.18,539
'0:0:16.19,538
'0:0:16.2,536
'0:0:16.21,535
'0:0:16.22,534
'0:0:16.23,533
'0:0:16.24,532
'0:0:16.25,531
'0:0:16.26,529
'0:0:16.27,528
'0:0:16.28,526
'0:0:16.29,525
'0:0:16.3,523
'0:0:16.31,522
'0:0:16.32,520
'0:0:16.33,519
'0:0:16.34,518
'0:0:16.35,517
'0:0:16.36,516
'0:0:16.37,515
'0:0:16.38,513
'0:0:16.39,512
'0:0:16.4,511
'0:0:16.41,511
'0:0:16.42,509
'0:0:16.43,508
'0:0:16.44,507
'0:0:16.45,506
'0:0:16.46,504
'0:0:16.47,504
'0:0:16.48,502
'0:0:16.49,501
'0:0:16.5,499
'0:0:16.51,497
'0:0:16.52,494
'0:0:16.53,493
'0:0:16.54,490
'0:0:16.55,488
'0:0:16.56,485
'0:0:16.57,484
'0:0:16.58,481
'0:0:16.59,480
'0:0:16.6,478
'0:0:16.61,477
'0:0:16.62,475
'0:0:16.63,474
'0:0:16.64,473
'0:0:16.65,472
'0:0:16.66,471
'0:0:16.67,470
'0:0:16.68,468
'0:0:16.69,467
'0:0:16.7,466
'0:0:16.71,465
'0:0:16.72,463
'0:0:16.73,463
'0:0:16.74,462
'0:0:16.75,462
'0:0:16.76,461
'0:0:16.77,461
'0:0:16.78,460
'0:0:16.79,460
'0:0:16.8,459
'0:0:16.81,459
'0:0:16.82,458
'0:0:16.83,457
'0:0:16.84,456
'0:0:16.85,455
'0:0:16.86,454
'0:0:16.87,453
'0:0:16.88,452
'0:0:16.89,452
'0:0:16.9,451
'0:0:16.91,451
'0:0:16.92,450
'0:0:16.93,450
'0:0:16.94,449
'0:0:16.95,449
'0:0:16.96,448
'0:0:16.97,448
'0:0:16.98,447
'0:0:16.99,447
'0:0:17.0,446
'0:0:17.01,446
'0:0:17.02,445
'0:0:17.03,445
'0:0:17.04,445
'0:0:17.05,444
'0:0:17.06,444
'0:0:17.07,443
'0:0:17.08,443
'0:0:17.09,442
'0:0:17.1,442
'0:0:17.11,441
'0:0:17.12,440
'0:0:17.13,440
'0:0:17.14,440
'0:0:17.15,439
'0:0:17.16,439
'0:0:17.17,438
'0:0:17.18,438
'0:0:17.19,438
'0:0:17.2,437
'0:0:17.21,437
'0:0:17.22,436
'0:0:17.23,435
'0:0:17.24,435
'0:0:17.25,434
'0:0:17.26,434
'0:0:17.27,433
'0:0:17.28,433
'0:0:17.29,433
'0:0:17.3,433
'0:0:17.31,432
'0:0:17.32,432
'0:0:17.33,432
'0:0:17.34,432
'0:0:17.35,432
'0:0:17.36,432
'0:0:17.37,432
'0:0:17.38,431
'0:0:17.39,431
'0:0:17.4,430
'0:0:17.41,430
'0:0:17.42,430
'0:0:17.43,429
'0:0:17.44,429
'0:0:17.45,428
'0:0:17.46,427
'0:0:17.47,426
'0:0:17.48,425
'0:0:17.49,424
'0:0:17.5,423
'0:0:17.51,422
'0:0:17.52,421
'0:0:17.53,420
'0:0:17.54,419
'0:0:17.55,418
'0:0:17.56,417
'0:0:17.57,417
'0:0:17.58,416
'0:0:17.59,416
'0:0:17.6,416
'0:0:17.61,416
'0:0:17.62,415
'0:0:17.63,415
'0:0:17.64,415
'0:0:17.65,415
'0:0:17.66,415
'0:0:17.67,416
'0:0:17.68,416
'0:0:17.69,417
'0:0:17.7,418
'0:0:17.71,418
'0:0:17.72,420
'0:0:17.73,420
'0:0:17.74,422
'0:0:17.75,422
'0:0:17.76,423
'0:0:17.77,423
'0:0:17.78,424
'0:0:17.79,424
'0:0:17.8,424
'0:0:17.81,424
'0:0:17.82,424
'0:0:17.83,424
'0:0:17.84,425
'0:0:17.85,425
'0:0:17.86,425
'0:0:17.87,426
'0:0:17.88,426
'0:0:17.89,427
'0:0:17.9,428
'0:0:17.91,428
'0:0:17.92,428
'0:0:17.93,428
'0:0:17.94,428
'0:0:17.95,428
'0:0:17.96,428
'0:0:17.97,428
'0:0:17.98,427
'0:0:17.99,427
'0:0:18.0,427
'0:0:18.01,426
'0:0:18.02,426
'0:0:18.03,426
'0:0:18.04,426
'0:0:18.05,425
'0:0:18.06,424
'0:0:18.07,424
'0:0:18.08,424
'0:0:18.09,424
'0:0:18.1,423
'0:0:18.11,423
'0:0:18.12,423
'0:0:18.13,423
'0:0:18.14,423
'0:0:18.15,424
'0:0:18.16,424
'0:0:18.17,425
'0:0:18.18,425
'0:0:18.19,426
'0:0:18.2,427
'0:0:18.21,428
'0:0:18.22,429
'0:0:18.23,431
'0:0:18.24,432
'0:0:18.25,433
'0:0:18.26,435
'0:0:18.27,437
'0:0:18.28,438
'0:0:18.29,440
'0:0:18.3,442
'0:0:18.31,443
'0:0:18.32,445
'0:0:18.33,446
'0:0:18.34,448
'0:0:18.35,450
'0:0:18.36,452
'0:0:18.37,453
'0:0:18.38,455
'0:0:18.39,457
'0:0:18.4,459
'0:0:18.41,460
'0:0:18.42,462
'0:0:18.43,464
'0:0:18.44,465
'0:0:18.45,466
'0:0:18.46,467
'0:0:18.47,468
'0:0:18.48,469
'0:0:18.49,469
'0:0:18.5,470
'0:0:18.51,470
'0:0:18.52,471
'0:0:18.53,472
'0:0:18.54,473
'0:0:18.55,474
'0:0:18.56,476
'0:0:18.57,477
'0:0:18.58,478
'0:0:18.59,479
'0:0:18.6,481
'0:0:18.61,481
'0:0:18.62,483
'0:0:18.63,483
'0:0:18.64,484
'0:0:18.65,485
'0:0:18.66,486
'0:0:18.67,487
'0:0:18.68,489
'0:0:18.69,491
'0:0:18.7,493
'0:0:18.71,494
'0:0:18.72,497
'0:0:18.73,498
'0:0:18.74,501
'0:0:18.75,502
'0:0:18.76,505
'0:0:18.77,506
'0:0:18.78,508
'0:0:18.79,510
'0:0:18.8,512
'0:0:18.81,514
'0:0:18.82,516
'0:0:18.83,518
'0:0:18.84,521
'0:0:18.85,523
'0:0:18.86,527
'0:0:18.87,529
'0:0:18.88,532
'0:0:18.89,534
'0:0:18.9,537
'0:0:18.91,539
'0:0:18.92,542
'0:0:18.93,544
'0:0:18.94,547
'0:0:18.95,549
'0:0:18.96,552
'0:0:18.97,554
'0:0:18.98,557
'0:0:18.99,559
'0:0:19.0,562
'0:0:19.01,563
'0:0:19.02,566
'0:0:19.03,568
'0:0:19.04,570
'0:0:19.05,572
'0:0:19.06,575
'0:0:19.07,576
'0:0:19.08,579
'0:0:19.09,581
'0:0:19.1,583
'0:0:19.11,585
'0:0:19.12,588
'0:0:19.13,590
'0:0:19.14,593
'0:0:19.15,595
'0:0:19.16,598
'0:0:19.17,601
'0:0:19.18,604
'0:0:19.19,606
'0:0:19.2,610
'0:0:19.21,612
'0:0:19.22,615
'0:0:19.23,618
'0:0:19.24,621
'0:0:19.25,623
'0:0:19.26,626
'0:0:19.27,628
'0:0:19.28,631
'0:0:19.29,633
'0:0:19.3,637
'0:0:19.31,639
'0:0:19.32,641
'0:0:19.33,643
'0:0:19.34,646
'0:0:19.35,648
'0:0:19.36,650
'0:0:19.37,652
'0:0:19.38,654
'0:0:19.39,655
'0:0:19.4,656
'0:0:19.41,657
'0:0:19.42,658
'0:0:19.43,659
'0:0:19.44,660
'0:0:19.45,661
'0:0:19.46,662
'0:0:19.47,662
'0:0:19.48,663
'0:0:19.49,664
'0:0:19.5,665
'0:0:19.51,666
'0:0:19.52,667
'0:0:19.53,668
'0:0:19.54,669
'0:0:19.55,669
'0:0:19.56,670
'0:0:19.57,671
'0:0:19.58,673
'0:0:19.59,674
'0:0:19.6,677
'0:0:19.61,678
'0:0:19.62,682
'0:0:19.63,684
'0:0:19.64,688
'0:0:19.65,690
'0:0:19.66,695
'0:0:19.67,697
'0:0:19.68,701
'0:0:19.69,704
'0:0:19.7,707
'0:0:19.71,710
'0:0:19.72,713
'0:0:19.73,715
'0:0:19.74,718
'0:0:19.75,720
'0:0:19.76,723
'0:0:19.77,725
'0:0:19.78,728
'0:0:19.79,730
'0:0:19.8,733
'0:0:19.81,736
'0:0:19.82,739
'0:0:19.83,741
'0:0:19.84,745
'0:0:19.85,747
'0:0:19.86,750
'0:0:19.87,753
'0:0:19.88,756
'0:0:19.89,758
'0:0:19.9,762
'0:0:19.91,764
'0:0:19.92,767
'0:0:19.93,769
'0:0:19.94,772
'0:0:19.95,774
'0:0:19.96,777
'0:0:19.97,779
'0:0:19.98,782
'0:0:19.99,783
'0:0:20.0,786
'0:0:20.01,787
'0:0:20.02,790
'0:0:20.03,791
'0:0:20.04,793
'0:0:20.05,794
'0:0:20.06,797
'0:0:20.07,798
'0:0:20.08,801
'0:0:20.09,802
'0:0:20.1,805
'0:0:20.11,807
'0:0:20.12,809
'0:0:20.13,811
'0:0:20.14,814
'0:0:20.15,815
'0:0:20.16,818
'0:0:20.17,819
'0:0:20.18,822
'0:0:20.19,823
'0:0:20.2,826
'0:0:20.21,828
'0:0:20.22,830
'0:0:20.23,832
'0:0:20.24,835
'0:0:20.25,836
'0:0:20.26,839
'0:0:20.27,840
'0:0:20.28,841
'0:0:20.29,842
'0:0:20.3,842
'0:0:20.31,842
'0:0:20.32,842
'0:0:20.33,841
'0:0:20.34,841
'0:0:20.35,840
'0:0:20.36,839
'0:0:20.37,838
'0:0:20.38,838
'0:0:20.39,837
'0:0:20.4,837
'0:0:20.41,837
'0:0:20.42,837
'0:0:20.43,837
'0:0:20.44,837
'0:0:20.45,837
'0:0:20.46,837
'0:0:20.47,837
'0:0:20.48,838
'0:0:20.49,838
'0:0:20.5,839
'0:0:20.51,840
'0:0:20.52,841
'0:0:20.53,842
'0:0:20.54,844
'0:0:20.55,846
'0:0:20.56,849
'0:0:20.57,851
'0:0:20.58,853
'0:0:20.59,855
'0:0:20.6,857
'0:0:20.61,858
'0:0:20.62,860
'0:0:20.63,861
'0:0:20.64,862
'0:0:20.65,863
'0:0:20.66,865
'0:0:20.67,866
'0:0:20.68,868
'0:0:20.69,869
'0:0:20.7,871
'0:0:20.71,873
'0:0:20.72,875
'0:0:20.73,877
'0:0:20.74,879
'0:0:20.75,881
'0:0:20.76,883
'0:0:20.77,884
'0:0:20.78,887
'0:0:20.79,888
'0:0:20.8,890
'0:0:20.81,891
'0:0:20.82,892
'0:0:20.83,894
'0:0:20.84,895
'0:0:20.85,896
'0:0:20.86,898
'0:0:20.87,898
'0:0:20.88,899
'0:0:20.89,900
'0:0:20.9,900
'0:0:20.91,901
'0:0:20.92,901
'0:0:20.93,902
'0:0:20.94,902
'0:0:20.95,903
'0:0:20.96,904
'0:0:20.97,905
'0:0:20.98,906
'0:0:20.99,907
'0:0:21.0,908
'0:0:21.01,908
'0:0:21.02,909
'0:0:21.03,910
'0:0:21.04,910
'0:0:21.05,910
'0:0:21.06,910
'0:0:21.07,910
'0:0:21.08,910
'0:0:21.09,910
'0:0:21.1,910
'0:0:21.11,909
'0:0:21.12,908
'0:0:21.13,908
'0:0:21.14,907
'0:0:21.15,906
'0:0:21.16,904
'0:0:21.17,902
'0:0:21.18,899
'0:0:21.19,896
'0:0:21.2,892
'0:0:21.21,889
'0:0:21.22,884
'0:0:21.23,881
'0:0:21.24,876
'0:0:21.25,873
'0:0:21.26,868
'0:0:21.27,865
'0:0:21.28,861
'0:0:21.29,859
'0:0:21.3,856
'0:0:21.31,855
'0:0:21.32,852
'0:0:21.33,850
'0:0:21.34,848
'0:0:21.35,847
'0:0:21.36,844
'0:0:21.37,843
'0:0:21.38,840
'0:0:21.39,838
'0:0:21.4,836
'0:0:21.41,834
'0:0:21.42,831
'0:0:21.43,830
'0:0:21.44,828
'0:0:21.45,827
'0:0:21.46,824
'0:0:21.47,822
'0:0:21.48,819
'0:0:21.49,817
'0:0:21.5,814
'0:0:21.51,812
'0:0:21.52,807
'0:0:21.53,805
'0:0:21.54,800
'0:0:21.55,797
'0:0:21.56,793
'0:0:21.57,791
'0:0:21.58,788
'0:0:21.59,785
'0:0:21.6,782
'0:0:21.61,780
'0:0:21.62,777
'0:0:21.63,775
'0:0:21.64,772
'0:0:21.65,770
'0:0:21.66,767
'0:0:21.67,765
'0:0:21.68,761
'0:0:21.69,759
'0:0:21.7,756
'0:0:21.71,753
'0:0:21.72,750
'0:0:21.73,748
'0:0:21.74,745
'0:0:21.75,743
'0:0:21.76,739
'0:0:21.77,737
'0:0:21.78,734
'0:0:21.79,732
'0:0:21.8,729
'0:0:21.81,726
'0:0:21.82,723
'0:0:21.83,721
'0:0:21.84,718
'0:0:21.85,716
'0:0:21.86,713
'0:0:21.87,711
'0:0:21.88,709
'0:0:21.89,707
'0:0:21.9,705
'0:0:21.91,703
'0:0:21.92,700
'0:0:21.93,699
'0:0:21.94,696
'0:0:21.95,695
'0:0:21.96,692
'0:0:21.97,690
'0:0:21.98,688
'0:0:21.99,686
'0:0:22.0,683
'0:0:22.01,682
'0:0:22.02,679
'0:0:22.03,677
'0:0:22.04,674
'0:0:22.05,672
'0:0:22.06,668
'0:0:22.07,666
'0:0:22.08,662
'0:0:22.09,660
'0:0:22.1,655
'0:0:22.11,652
'0:0:22.12,647
'0:0:22.13,645
'0:0:22.14,641
'0:0:22.15,639
'0:0:22.16,635
'0:0:22.17,634
'0:0:22.18,631
'0:0:22.19,629
'0:0:22.2,627
'0:0:22.21,625
'0:0:22.22,623
'0:0:22.23,621
'0:0:22.24,619
'0:0:22.25,617
'0:0:22.26,615
'0:0:22.27,613
'0:0:22.28,610
'0:0:22.29,609
'0:0:22.3,607
'0:0:22.31,606
'0:0:22.32,604
'0:0:22.33,602
'0:0:22.34,601
'0:0:22.35,599
'0:0:22.36,597
'0:0:22.37,596
'0:0:22.38,594
'0:0:22.39,593
'0:0:22.4,590
'0:0:22.41,589
'0:0:22.42,587
'0:0:22.43,586
'0:0:22.44,584
'0:0:22.45,583
'0:0:22.46,582
'0:0:22.47,581
'0:0:22.48,580
'0:0:22.49,579
'0:0:22.5,578
'0:0:22.51,577
'0:0:22.52,576
'0:0:22.53,575
'0:0:22.54,573
'0:0:22.55,572
'0:0:22.56,571
'0:0:22.57,569
'0:0:22.58,568
'0:0:22.59,566
'0:0:22.6,564
'0:0:22.61,563
'0:0:22.62,561
'0:0:22.63,560
'0:0:22.64,558
'0:0:22.65,557
'0:0:22.66,555
'0:0:22.67,554
'0:0:22.68,552
'0:0:22.69,551
'0:0:22.7,550
'0:0:22.71,549
'0:0:22.72,548
'0:0:22.73,547
'0:0:22.74,546
'0:0:22.75,545
'0:0:22.76,544
'0:0:22.77,543
'0:0:22.78,542
'0:0:22.79,542
'0:0:22.8,541
'0:0:22.81,540
'0:0:22.82,539
'0:0:22.83,538
'0:0:22.84,537
'0:0:22.85,537
'0:0:22.86,536
'0:0:22.87,535
'0:0:22.88,534
'0:0:22.89,533
'0:0:22.9,532
'0:0:22.91,531
'0:0:22.92,529
'0:0:22.93,528
'0:0:22.94,526
'0:0:22.95,525
'0:0:22.96,522
'0:0:22.97,521
'0:0:22.98,518
'0:0:22.99,517
'0:0:23.0,515
'0:0:23.01,514
'0:0:23.02,512
'0:0:23.03,510
'0:0:23.04,509
'0:0:23.05,508
'0:0:23.06,506
'0:0:23.07,505
'0:0:23.08,503
'0:0:23.09,502
'0:0:23.1,500
'0:0:23.11,499
'0:0:23.12,497
'0:0:23.13,496
'0:0:23.14,494
'0:0:23.15,494
'0:0:23.16,492
'0:0:23.17,492
'0:0:23.18,491
'0:0:23.19,490
'0:0:23.2,489
'0:0:23.21,488
'0:0:23.22,487
'0:0:23.23,486
'0:0:23.24,485
'0:0:23.25,484
'0:0:23.26,483
'0:0:23.27,482
'0:0:23.28,481
'0:0:23.29,481
'0:0:23.3,480
'0:0:23.31,480
'0:0:23.32,480
'0:0:23.33,479
'0:0:23.34,479
'0:0:23.35,479
'0:0:23.36,478
'0:0:23.37,477
'0:0:23.38,477
'0:0:23.39,476
'0:0:23.4,475
'0:0:23.41,474
'0:0:23.42,474
'0:0:23.43,473
'0:0:23.44,472
'0:0:23.45,472
'0:0:23.46,471
'0:0:23.47,470
'0:0:23.48,469
'0:0:23.49,469
'0:0:23.5,468
'0:0:23.51,467
'0:0:23.52,466
'0:0:23.53,466
'0:0:23.54,465
'0:0:23.55,464
'0:0:23.56,464
'0:0:23.57,463
'0:0:23.58,462
'0:0:23.59,462
'0:0:23.6,461
'0:0:23.61,461
'0:0:23.62,460
'0:0:23.63,459
'0:0:23.64,458
'0:0:23.65,458
'0:0:23.66,457
'0:0:23.67,456
'0:0:23.68,456
'0:0:23.69,455
'0:0:23.7,454
'0:0:23.71,454
'0:0:23.72,453
'0:0:23.73,452
'0:0:23.74,451
'0:0:23.75,450
'0:0:23.76,449
'0:0:23.77,448
'0:0:23.78,446
'0:0:23.79,445
'0:0:23.8,444
'0:0:23.81,442
'0:0:23.82,440
'0:0:23.83,439
'0:0:23.84,438
'0:0:23.85,436
'0:0:23.86,435
'0:0:23.87,434
'0:0:23.88,433
'0:0:23.89,432
'0:0:23.9,431
'0:0:23.91,430
'0:0:23.92,429
'0:0:23.93,429
'0:0:23.94,428
'0:0:23.95,427
'0:0:23.96,426
'0:0:23.97,425
'0:0:23.98,423
'0:0:23.99,423
'0:0:24.0,422
'0:0:24.01,421
'0:0:24.02,421
'0:0:24.03,420
'0:0:24.04,420
'0:0:24.05,420
'0:0:24.06,419
'0:0:24.07,419
'0:0:24.08,418
'0:0:24.09,418
'0:0:24.1,418
'0:0:24.11,417
'0:0:24.12,416
'0:0:24.13,416
'0:0:24.14,415
'0:0:24.15,415
'0:0:24.16,414
'0:0:24.17,414
'0:0:24.18,414
'0:0:24.19,414
'0:0:24.2,414
'0:0:24.21,414
'0:0:24.22,414
'0:0:24.23,414
'0:0:24.24,414
'0:0:24.25,414
'0:0:24.26,414
'0:0:24.27,413
'0:0:24.28,413
'0:0:24.29,413
'0:0:24.3,413
'0:0:24.31,413
'0:0:24.32,413
'0:0:24.33,413
'0:0:24.34,412
'0:0:24.35,412
'0:0:24.36,412
'0:0:24.37,411
'0:0:24.38,411
'0:0:24.39,411
'0:0:24.4,410
'0:0:24.41,410
'0:0:24.42,410
'0:0:24.43,409
'0:0:24.44,409
'0:0:24.45,409
'0:0:24.46,408
'0:0:24.47,408
'0:0:24.48,408
'0:0:24.49,408
'0:0:24.5,408
'0:0:24.51,408
'0:0:24.52,408
'0:0:24.53,408
'0:0:24.54,408
'0:0:24.55,408
'0:0:24.56,408
'0:0:24.57,408
'0:0:24.58,409
'0:0:24.59,409
'0:0:24.6,409
'0:0:24.61,410
'0:0:24.62,410
'0:0:24.63,410
'0:0:24.64,411
'0:0:24.65,411
'0:0:24.66,411
'0:0:24.67,411
'0:0:24.68,411
'0:0:24.69,411
'0:0:24.7,410
'0:0:24.71,410
'0:0:24.72,409
'0:0:24.73,409
