Time,Arb
'0:0:2.58,550
'0:0:2.59,549
'0:0:2.6,548
'0:0:2.61,547
'0:0:2.62,546
'0:0:2.63,545
'0:0:2.64,543
'0:0:2.65,542
'0:0:2.66,541
'0:0:2.67,540
'0:0:2.68,539
'0:0:2.69,538
'0:0:2.7,537
'0:0:2.71,536
'0:0:2.72,535
'0:0:2.73,534
'0:0:2.74,533
'0:0:2.75,532
'0:0:2.76,532
'0:0:2.77,531
'0:0:2.78,530
'0:0:2.79,530
'0:0:2.8,529
'0:0:2.81,528
'0:0:2.82,527
'0:0:2.83,527
'0:0:2.84,526
'0:0:2.85,525
'0:0:2.86,524
'0:0:2.87,524
'0:0:2.88,523
'0:0:2.89,522
'0:0:2.9,521
'0:0:2.91,521
'0:0:2.92,519
'0:0:2.93,518
'0:0:2.94,517
'0:0:2.95,515
'0:0:2.96,514
'0:0:2.97,512
'0:0:2.98,510
'0:0:2.99,509
'0:0:3.0,507
'0:0:3.01,506
'0:0:3.02,504
'0:0:3.03,503
'0:0:3.04,502
'0:0:3.05,501
'0:0:3.06,500
'0:0:3.07,499
'0:0:3.08,498
'0:0:3.09,497
'0:0:3.1,496
'0:0:3.11,495
'0:0:3.12,493
'0:0:3.13,492
'0:0:3.14,491
'0:0:3.15,490
'0:0:3.16,489
'0:0:3.17,489
'0:0:3.18,488
'0:0:3.19,488
'0:0:3.2,488
'0:0:3.21,488
'0:0:3.22,487
'0:0:3.23,487
'0:0:3.24,487
'0:0:3.25,486
'0:0:3.26,486
'0:0:3.27,485
'0:0:3.28,484
'0:0:3.29,484
'0:0:3.3,483
'0:0:3.31,483
'0:0:3.32,482
'0:0:3.33,482
'0:0:3.34,482
'0:0:3.35,481
'0:0:3.36,481
'0:0:3.37,481
'0:0:3.38,480
'0:0:3.39,480
'0:0:3.4,479
'0:0:3.41,479
'0:0:3.42,478
'0:0:3.43,478
'0:0:3.44,477
'0:0:3.45,476
'0:0:3.46,476
'0:0:3.47,475
'0:0:3.48,475
'0:0:3.49,474
'0:0:3.5,473
'0:0:3.51,473
'0:0:3.52,472
'0:0:3.53,472
'0:0:3.54,471
'0:0:3.55,470
'0:0:3.56,469
'0:0:3.57,469
'0:0:3.58,468
'0:0:3.59,468
'0:0:3.6,467
'0:0:3.61,467
'0:0:3.62,466
'0:0:3.63,466
'0:0:3.64,465
'0:0:3.65,465
'0:0:3.66,464
'0:0:3.67,464
'0:0:3.68,463
'0:0:3.69,463
'0:0:3.7,462
'0:0:3.71,462
'0:0:3.72,461
'0:0:3.73,461
'0:0:3.74,460
'0:0:3.75,460
'0:0:3.76,459
'0:0:3.77,459
'0:0:3.78,458
'0:0:3.79,458
'0:0:3.8,458
'0:0:3.81,458
'0:0:3.82,458
'0:0:3.83,457
'0:0:3.84,457
'0:0:3.85,457
'0:0:3.86,456
'0:0:3.87,456
'0:0:3.88,455
'0:0:3.89,455
'0:0:3.9,454
'0:0:3.91,453
'0:0:3.92,452
'0:0:3.93,451
'0:0:3.94,450
'0:0:3.95,449
'0:0:3.96,448
'0:0:3.97,447
'0:0:3.98,445
'0:0:3.99,444
'0:0:4.0,443
'0:0:4.01,442
'0:0:4.02,441
'0:0:4.03,440
'0:0:4.04,439
'0:0:4.05,438
'0:0:4.06,437
'0:0:4.07,437
'0:0:4.08,436
'0:0:4.09,435
'0:0:4.1,434
'0:0:4.11,434
'0:0:4.12,432
'0:0:4.13,432
'0:0:4.14,431
'0:0:4.15,430
'0:0:4.16,430
'0:0:4.17,430
'0:0:4.18,430
'0:0:4.19,430
'0:0:4.2,430
'0:0:4.21,430
'0:0:4.22,430
'0:0:4.23,430
'0:0:4.24,430
'0:0:4.25,431
'0:0:4.26,431
'0:0:4.27,431
'0:0:4.28,431
'0:0:4.29,431
'0:0:4.3,431
'0:0:4.31,432
'0:0:4.32,433
'0:0:4.33,433
'0:0:4.34,434
'0:0:4.35,435
'0:0:4.36,436
'0:0:4.37,436
'0:0:4.38,437
'0:0:4.39,438
'0:0:4.4,439
'0:0:4.41,439
'0:0:4.42,440
'0:0:4.43,440
'0:0:4.44,441
'0:0:4.45,442
'0:0:4.46,443
'0:0:4.47,443
'0:0:4.48,444
'0:0:4.49,445
'0:0:4.5,446
'0:0:4.51,447
'0:0:4.52,448
'0:0:4.53,449
'0:0:4.54,450
'0:0:4.55,451
'0:0:4.56,453
'0:0:4.57,453
'0:0:4.58,455
'0:0:4.59,456
'0:0:4.6,458
'0:0:4.61,459
'0:0:4.62,461
'0:0:4.63,462
'0:0:4.64,465
'0:0:4.65,466
'0:0:4.66,469
'0:0:4.67,470
'0:0:4.68,473
'0:0:4.69,475
'0:0:4.7,478
'0:0:4.71,480
'0:0:4.72,483
'0:0:4.73,485
'0:0:4.74,489
'0:0:4.75,491
'0:0:4.76,495
'0:0:4.77,497
'0:0:4.78,501
'0:0:4.79,503
'0:0:4.8,506
'0:0:4.81,508
'0:0:4.82,511
'0:0:4.83,513
'0:0:4.84,516
'0:0:4.85,518
'0:0:4.86,521
'0:0:4.87,523
'0:0:4.88,526
'0:0:4.89,527
'0:0:4.9,530
'0:0:4.91,532
'0:0:4.92,535
'0:0:4.93,536
'0:0:4.94,539
'0:0:4.95,540
'0:0:4.96,541
'0:0:4.97,542
'0:0:4.98,544
'0:0:4.99,545
'0:0:5.0,546
'0:0:5.01,546
'0:0:5.02,547
'0:0:5.03,548
'0:0:5.04,549
'0:0:5.05,550
'0:0:5.06,551
'0:0:5.07,552
'0:0:5.08,554
'0:0:5.09,555
'0:0:5.1,557
'0:0:5.11,558
'0:0:5.12,560
'0:0:5.13,561
'0:0:5.14,563
'0:0:5.15,564
'0:0:5.16,566
'0:0:5.17,568
'0:0:5.18,569
'0:0:5.19,571
'0:0:5.2,573
'0:0:5.21,575
'0:0:5.22,578
'0:0:5.23,580
'0:0:5.24,582
'0:0:5.25,584
'0:0:5.26,586
'0:0:5.27,588
'0:0:5.28,590
'0:0:5.29,591
'0:0:5.3,593
'0:0:5.31,594
'0:0:5.32,596
'0:0:5.33,597
'0:0:5.34,599
'0:0:5.35,601
'0:0:5.36,603
'0:0:5.37,605
'0:0:5.38,608
'0:0:5.39,610
'0:0:5.4,613
'0:0:5.41,615
'0:0:5.42,617
'0:0:5.43,619
'0:0:5.44,622
'0:0:5.45,623
'0:0:5.46,626
'0:0:5.47,628
'0:0:5.48,630
'0:0:5.49,632
'0:0:5.5,634
'0:0:5.51,636
'0:0:5.52,638
'0:0:5.53,640
'0:0:5.54,642
'0:0:5.55,643
'0:0:5.56,646
'0:0:5.57,647
'0:0:5.58,649
'0:0:5.59,650
'0:0:5.6,652
'0:0:5.61,654
'0:0:5.62,656
'0:0:5.63,657
'0:0:5.64,660
'0:0:5.65,661
'0:0:5.66,664
'0:0:5.67,666
'0:0:5.68,668
'0:0:5.69,670
'0:0:5.7,673
'0:0:5.71,674
'0:0:5.72,677
'0:0:5.73,679
'0:0:5.74,682
'0:0:5.75,684
'0:0:5.76,687
'0:0:5.77,689
'0:0:5.78,693
'0:0:5.79,695
'0:0:5.8,698
'0:0:5.81,700
'0:0:5.82,703
'0:0:5.83,705
'0:0:5.84,708
'0:0:5.85,710
'0:0:5.86,712
'0:0:5.87,714
'0:0:5.88,718
'0:0:5.89,720
'0:0:5.9,723
'0:0:5.91,724
'0:0:5.92,727
'0:0:5.93,729
'0:0:5.94,732
'0:0:5.95,733
'0:0:5.96,735
'0:0:5.97,736
'0:0:5.98,737
'0:0:5.99,737
'0:0:6.0,738
'0:0:6.01,738
'0:0:6.02,739
'0:0:6.03,739
'0:0:6.04,740
'0:0:6.05,740
'0:0:6.06,742
'0:0:6.07,743
'0:0:6.08,744
'0:0:6.09,745
'0:0:6.1,747
'0:0:6.11,748
'0:0:6.12,750
'0:0:6.13,751
'0:0:6.14,753
'0:0:6.15,754
'0:0:6.16,756
'0:0:6.17,758
'0:0:6.18,760
'0:0:6.19,762
'0:0:6.2,764
'0:0:6.21,766
'0:0:6.22,768
'0:0:6.23,771
'0:0:6.24,774
'0:0:6.25,776
'0:0:6.26,778
'0:0:6.27,780
'0:0:6.28,782
'0:0:6.29,784
'0:0:6.3,786
'0:0:6.31,787
'0:0:6.32,789
'0:0:6.33,790
'0:0:6.34,792
'0:0:6.35,793
'0:0:6.36,795
'0:0:6.37,797
'0:0:6.38,800
'0:0:6.39,802
'0:0:6.4,804
'0:0:6.41,806
'0:0:6.42,809
'0:0:6.43,811
'0:0:6.44,813
'0:0:6.45,815
'0:0:6.46,817
'0:0:6.47,819
'0:0:6.48,821
'0:0:6.49,822
'0:0:6.5,824
'0:0:6.51,826
'0:0:6.52,828
'0:0:6.53,829
'0:0:6.54,831
'0:0:6.55,832
'0:0:6.56,834
'0:0:6.57,836
'0:0:6.58,838
'0:0:6.59,839
'0:0:6.6,841
'0:0:6.61,842
'0:0:6.62,844
'0:0:6.63,845
'0:0:6.64,847
'0:0:6.65,848
'0:0:6.66,850
'0:0:6.67,852
'0:0:6.68,854
'0:0:6.69,856
'0:0:6.7,858
'0:0:6.71,859
'0:0:6.72,861
'0:0:6.73,862
'0:0:6.74,864
'0:0:6.75,865
'0:0:6.76,867
'0:0:6.77,868
'0:0:6.78,870
'0:0:6.79,871
'0:0:6.8,872
'0:0:6.81,873
'0:0:6.82,875
'0:0:6.83,876
'0:0:6.84,877
'0:0:6.85,878
'0:0:6.86,879
'0:0:6.87,880
'0:0:6.88,882
'0:0:6.89,883
'0:0:6.9,885
'0:0:6.91,886
'0:0:6.92,888
'0:0:6.93,889
'0:0:6.94,890
'0:0:6.95,891
'0:0:6.96,892
'0:0:6.97,892
'0:0:6.98,892
'0:0:6.99,891
'0:0:7.0,891
'0:0:7.01,890
'0:0:7.02,889
'0:0:7.03,888
'0:0:7.04,887
'0:0:7.05,886
'0:0:7.06,885
'0:0:7.07,885
'0:0:7.08,884
'0:0:7.09,884
'0:0:7.1,883
'0:0:7.11,883
'0:0:7.12,882
'0:0:7.13,882
'0:0:7.14,882
'0:0:7.15,881
'0:0:7.16,881
'0:0:7.17,881
'0:0:7.18,882
'0:0:7.19,882
'0:0:7.2,883
'0:0:7.21,884
'0:0:7.22,885
'0:0:7.23,887
'0:0:7.24,889
'0:0:7.25,890
'0:0:7.26,891
'0:0:7.27,892
'0:0:7.28,894
'0:0:7.29,894
'0:0:7.3,895
'0:0:7.31,896
'0:0:7.32,897
'0:0:7.33,898
'0:0:7.34,899
'0:0:7.35,900
'0:0:7.36,902
'0:0:7.37,904
'0:0:7.38,906
'0:0:7.39,907
'0:0:7.4,910
'0:0:7.41,911
'0:0:7.42,913
'0:0:7.43,915
'0:0:7.44,917
'0:0:7.45,918
'0:0:7.46,919
'0:0:7.47,920
'0:0:7.48,922
'0:0:7.49,923
'0:0:7.5,924
'0:0:7.51,924
'0:0:7.52,924
'0:0:7.53,924
'0:0:7.54,924
'0:0:7.55,924
'0:0:7.56,924
'0:0:7.57,923
'0:0:7.58,923
'0:0:7.59,922
'0:0:7.6,922
'0:0:7.61,921
'0:0:7.62,921
'0:0:7.63,921
'0:0:7.64,920
'0:0:7.65,920
'0:0:7.66,919
'0:0:7.67,919
'0:0:7.68,918
'0:0:7.69,918
'0:0:7.7,917
'0:0:7.71,916
'0:0:7.72,915
'0:0:7.73,914
'0:0:7.74,913
'0:0:7.75,913
'0:0:7.76,912
'0:0:7.77,912
'0:0:7.78,911
'0:0:7.79,910
'0:0:7.8,909
'0:0:7.81,908
'0:0:7.82,907
'0:0:7.83,905
'0:0:7.84,903
'0:0:7.85,902
'0:0:7.86,899
'0:0:7.87,898
'0:0:7.88,896
'0:0:7.89,894
'0:0:7.9,892
'0:0:7.91,891
'0:0:7.92,889
'0:0:7.93,888
'0:0:7.94,886
'0:0:7.95,884
'0:0:7.96,881
'0:0:7.97,878
'0:0:7.98,874
'0:0:7.99,870
'0:0:8.0,865
'0:0:8.01,860
'0:0:8.02,854
'0:0:8.03,850
'0:0:8.04,844
'0:0:8.05,840
'0:0:8.06,835
'0:0:8.07,831
'0:0:8.08,827
'0:0:8.09,824
'0:0:8.1,819
'0:0:8.11,816
'0:0:8.12,812
'0:0:8.13,808
'0:0:8.14,803
'0:0:8.15,800
'0:0:8.16,795
'0:0:8.17,791
'0:0:8.18,786
'0:0:8.19,783
'0:0:8.2,779
'0:0:8.21,776
'0:0:8.22,773
'0:0:8.23,771
'0:0:8.24,769
'0:0:8.25,767
'0:0:8.26,764
'0:0:8.27,762
'0:0:8.28,759
'0:0:8.29,758
'0:0:8.3,755
'0:0:8.31,753
'0:0:8.32,749
'0:0:8.33,747
'0:0:8.34,744
'0:0:8.35,742
'0:0:8.36,739
'0:0:8.37,738
'0:0:8.38,736
'0:0:8.39,735
'0:0:8.4,734
'0:0:8.41,733
'0:0:8.42,732
'0:0:8.43,731
'0:0:8.44,729
'0:0:8.45,728
'0:0:8.46,726
'0:0:8.47,725
'0:0:8.48,723
'0:0:8.49,722
'0:0:8.5,720
'0:0:8.51,719
'0:0:8.52,717
'0:0:8.53,715
'0:0:8.54,713
'0:0:8.55,712
'0:0:8.56,710
'0:0:8.57,708
'0:0:8.58,706
'0:0:8.59,705
'0:0:8.6,703
'0:0:8.61,701
'0:0:8.62,699
'0:0:8.63,698
'0:0:8.64,696
'0:0:8.65,695
'0:0:8.66,693
'0:0:8.67,692
'0:0:8.68,690
'0:0:8.69,689
'0:0:8.7,687
'0:0:8.71,686
'0:0:8.72,684
'0:0:8.73,682
'0:0:8.74,680
'0:0:8.75,679
'0:0:8.76,677
'0:0:8.77,676
'0:0:8.78,674
'0:0:8.79,673
'0:0:8.8,671
'0:0:8.81,670
'0:0:8.82,668
'0:0:8.83,667
'0:0:8.84,666
'0:0:8.85,665
'0:0:8.86,664
'0:0:8.87,663
'0:0:8.88,662
'0:0:8.89,662
'0:0:8.9,661
'0:0:8.91,661
'0:0:8.92,661
'0:0:8.93,661
'0:0:8.94,661
'0:0:8.95,661
'0:0:8.96,660
'0:0:8.97,659
'0:0:8.98,658
'0:0:8.99,657
'0:0:9.0,655
'0:0:9.01,654
'0:0:9.02,652
'0:0:9.03,650
'0:0:9.04,649
'0:0:9.05,648
'0:0:9.06,647
'0:0:9.07,646
'0:0:9.08,645
'0:0:9.09,644
'0:0:9.1,643
'0:0:9.11,643
'0:0:9.12,641
'0:0:9.13,640
'0:0:9.14,639
'0:0:9.15,638
'0:0:9.16,636
'0:0:9.17,635
'0:0:9.18,633
'0:0:9.19,632
'0:0:9.2,631
'0:0:9.21,630
'0:0:9.22,629
'0:0:9.23,629
'0:0:9.24,628
'0:0:9.25,627
'0:0:9.26,626
'0:0:9.27,625
'0:0:9.28,624
'0:0:9.29,623
'0:0:9.3,621
'0:0:9.31,620
'0:0:9.32,618
'0:0:9.33,617
'0:0:9.34,615
'0:0:9.35,615
'0:0:9.36,613
'0:0:9.37,613
'0:0:9.38,611
'0:0:9.39,611
'0:0:9.4,610
'0:0:9.41,609
'0:0:9.42,608
'0:0:9.43,607
'0:0:9.44,606
'0:0:9.45,605
'0:0:9.46,603
'0:0:9.47,602
'0:0:9.48,601
'0:0:9.49,600
'0:0:9.5,599
'0:0:9.51,598
'0:0:9.52,596
'0:0:9.53,595
'0:0:9.54,594
'0:0:9.55,593
'0:0:9.56,591
'0:0:9.57,590
'0:0:9.58,589
'0:0:9.59,588
'0:0:9.6,586
'0:0:9.61,585
'0:0:9.62,583
'0:0:9.63,582
'0:0:9.64,581
'0:0:9.65,580
'0:0:9.66,578
'0:0:9.67,577
'0:0:9.68,575
'0:0:9.69,574
'0:0:9.7,573
'0:0:9.71,572
'0:0:9.72,571
'0:0:9.73,570
'0:0:9.74,569
'0:0:9.75,568
'0:0:9.76,567
'0:0:9.77,566
'0:0:9.78,565
'0:0:9.79,564
'0:0:9.8,562
'0:0:9.81,561
'0:0:9.82,560
'0:0:9.83,559
'0:0:9.84,558
'0:0:9.85,558
'0:0:9.86,556
'0:0:9.87,555
'0:0:9.88,554
'0:0:9.89,553
'0:0:9.9,552
'0:0:9.91,551
'0:0:9.92,550
'0:0:9.93,548
'0:0:9.94,546
'0:0:9.95,544
'0:0:9.96,542
'0:0:9.97,541
'0:0:9.98,538
'0:0:9.99,537
'0:0:10.0,534
'0:0:10.01,533
'0:0:10.02,531
'0:0:10.03,529
'0:0:10.04,528
'0:0:10.05,527
'0:0:10.06,526
'0:0:10.07,526
'0:0:10.08,525
'0:0:10.09,524
'0:0:10.1,523
'0:0:10.11,523
'0:0:10.12,521
'0:0:10.13,520
'0:0:10.14,519
'0:0:10.15,518
'0:0:10.16,517
'0:0:10.17,516
'0:0:10.18,515
'0:0:10.19,515
'0:0:10.2,514
'0:0:10.21,514
'0:0:10.22,513
'0:0:10.23,512
'0:0:10.24,512
'0:0:10.25,511
'0:0:10.26,510
'0:0:10.27,510
'0:0:10.28,509
'0:0:10.29,508
'0:0:10.3,507
'0:0:10.31,506
'0:0:10.32,506
'0:0:10.33,505
'0:0:10.34,505
'0:0:10.35,504
'0:0:10.36,504
'0:0:10.37,504
'0:0:10.38,503
'0:0:10.39,503
'0:0:10.4,502
'0:0:10.41,502
'0:0:10.42,502
'0:0:10.43,501
'0:0:10.44,500
'0:0:10.45,500
'0:0:10.46,499
'0:0:10.47,499
'0:0:10.48,498
'0:0:10.49,498
'0:0:10.5,497
'0:0:10.51,496
'0:0:10.52,495
'0:0:10.53,494
'0:0:10.54,494
'0:0:10.55,493
'0:0:10.56,492
'0:0:10.57,492
'0:0:10.58,491
'0:0:10.59,490
'0:0:10.6,489
'0:0:10.61,488
'0:0:10.62,487
'0:0:10.63,487
'0:0:10.64,486
'0:0:10.65,485
'0:0:10.66,485
'0:0:10.67,484
'0:0:10.68,483
'0:0:10.69,483
'0:0:10.7,483
'0:0:10.71,482
'0:0:10.72,482
'0:0:10.73,481
'0:0:10.74,480
'0:0:10.75,480
'0:0:10.76,479
'0:0:10.77,479
'0:0:10.78,478
'0:0:10.79,477
'0:0:10.8,476
'0:0:10.81,476
'0:0:10.82,475
'0:0:10.83,475
'0:0:10.84,474
'0:0:10.85,474
'0:0:10.86,473
'0:0:10.87,473
'0:0:10.88,472
'0:0:10.89,471
'0:0:10.9,470
'0:0:10.91,469
'0:0:10.92,468
'0:0:10.93,466
'0:0:10.94,464
'0:0:10.95,463
'0:0:10.96,461
'0:0:10.97,459
'0:0:10.98,456
'0:0:10.99,454
'0:0:11.0,452
'0:0:11.01,451
'0:0:11.02,449
'0:0:11.03,448
'0:0:11.04,446
'0:0:11.05,445
'0:0:11.06,444
'0:0:11.07,443
'0:0:11.08,442
'0:0:11.09,441
'0:0:11.1,439
'0:0:11.11,438
'0:0:11.12,437
'0:0:11.13,436
'0:0:11.14,434
'0:0:11.15,433
'0:0:11.16,432
'0:0:11.17,431
'0:0:11.18,431
'0:0:11.19,431
'0:0:11.2,430
'0:0:11.21,429
'0:0:11.22,429
'0:0:11.23,428
'0:0:11.24,427
'0:0:11.25,427
'0:0:11.26,426
'0:0:11.27,425
'0:0:11.28,424
'0:0:11.29,423
'0:0:11.3,423
'0:0:11.31,422
'0:0:11.32,422
'0:0:11.33,421
'0:0:11.34,421
'0:0:11.35,421
'0:0:11.36,421
'0:0:11.37,421
'0:0:11.38,420
'0:0:11.39,420
'0:0:11.4,420
'0:0:11.41,420
'0:0:11.42,420
'0:0:11.43,419
'0:0:11.44,419
'0:0:11.45,419
'0:0:11.46,419
'0:0:11.47,419
'0:0:11.48,419
'0:0:11.49,419
'0:0:11.5,419
'0:0:11.51,419
'0:0:11.52,419
'0:0:11.53,419
'0:0:11.54,419
'0:0:11.55,419
'0:0:11.56,419
'0:0:11.57,419
'0:0:11.58,419
'0:0:11.59,419
'0:0:11.6,419
'0:0:11.61,419
'0:0:11.62,420
'0:0:11.63,420
'0:0:11.64,420
'0:0:11.65,421
'0:0:11.66,422
'0:0:11.67,423
'0:0:11.68,424
'0:0:11.69,425
'0:0:11.7,427
'0:0:11.71,428
'0:0:11.72,430
'0:0:11.73,432
'0:0:11.74,434
'0:0:11.75,435
'0:0:11.76,437
'0:0:11.77,439
'0:0:11.78,441
'0:0:11.79,443
'0:0:11.8,445
'0:0:11.81,447
'0:0:11.82,449
'0:0:11.83,450
'0:0:11.84,453
'0:0:11.85,454
'0:0:11.86,457
'0:0:11.87,459
'0:0:11.88,461
'0:0:11.89,463
'0:0:11.9,465
'0:0:11.91,467
'0:0:11.92,468
'0:0:11.93,470
'0:0:11.94,472
'0:0:11.95,473
'0:0:11.96,474
'0:0:11.97,475
'0:0:11.98,477
'0:0:11.99,479
'0:0:12.0,482
'0:0:12.01,484
