,id,value,date,type,event_id,event_type,frequency,datetime
0,92784,1005.56,2021-02-10T20:57:58.087Z,pressure,11,cough,25.48,2021-02-10 20:57:58.087
1,92662,27.36,2021-02-10T20:57:58.105Z,temperature,11,cough,18.16,2021-02-10 20:57:58.105
2,92783,1005.54,2021-02-10T20:57:58.126Z,pressure,11,cough,25.48,2021-02-10 20:57:58.126
3,92661,27.41,2021-02-10T20:57:58.160Z,temperature,11,cough,18.16,2021-02-10 20:57:58.160
4,92782,1005.4,2021-02-10T20:57:58.165Z,pressure,11,cough,25.48,2021-02-10 20:57:58.165
5,92781,1005.32,2021-02-10T20:57:58.204Z,pressure,11,cough,25.48,2021-02-10 20:57:58.204
6,92660,27.42,2021-02-10T20:57:58.215Z,temperature,11,cough,18.16,2021-02-10 20:57:58.215
7,92780,1005.46,2021-02-10T20:57:58.244Z,pressure,11,cough,25.48,2021-02-10 20:57:58.244
8,92659,27.42,2021-02-10T20:57:58.271Z,temperature,11,cough,18.16,2021-02-10 20:57:58.271
9,92779,1005.71,2021-02-10T20:57:58.283Z,pressure,11,cough,25.48,2021-02-10 20:57:58.283
10,92778,1005.86,2021-02-10T20:57:58.322Z,pressure,11,cough,25.48,2021-02-10 20:57:58.322
11,92658,27.5,2021-02-10T20:57:58.326Z,temperature,11,cough,18.16,2021-02-10 20:57:58.326
12,92777,1005.82,2021-02-10T20:57:58.361Z,pressure,11,cough,25.48,2021-02-10 20:57:58.361
13,92657,27.47,2021-02-10T20:57:58.381Z,temperature,11,cough,18.16,2021-02-10 20:57:58.381
14,92776,1005.83,2021-02-10T20:57:58.401Z,pressure,11,cough,25.48,2021-02-10 20:57:58.401
15,92656,27.51,2021-02-10T20:57:58.436Z,temperature,11,cough,18.16,2021-02-10 20:57:58.436
16,92775,1005.82,2021-02-10T20:57:58.440Z,pressure,11,cough,25.48,2021-02-10 20:57:58.440
17,92774,1005.77,2021-02-10T20:57:58.479Z,pressure,11,cough,25.48,2021-02-10 20:57:58.479
18,92655,27.54,2021-02-10T20:57:58.491Z,temperature,11,cough,18.16,2021-02-10 20:57:58.491
19,92773,1005.76,2021-02-10T20:57:58.518Z,pressure,11,cough,25.48,2021-02-10 20:57:58.518
20,92654,27.59,2021-02-10T20:57:58.546Z,temperature,11,cough,18.16,2021-02-10 20:57:58.546
21,92772,1007.87,2021-02-10T20:57:58.558Z,pressure,11,cough,25.48,2021-02-10 20:57:58.558
22,92771,1007.87,2021-02-10T20:57:58.597Z,pressure,11,cough,25.48,2021-02-10 20:57:58.597
23,92653,27.6,2021-02-10T20:57:58.601Z,temperature,11,cough,18.16,2021-02-10 20:57:58.601
