,id,value,date,type,event_id,event_type,frequency,start_time
0,92060,1005.89,2021-02-10 20:53:30.012,pressure,10,cough,25.48,2021-02-10 20:53:33.741
1,91925,26.22,2021-02-10 20:53:30.025,temperature,10,cough,18.15,2021-02-10 20:53:33.331
2,92059,1005.91,2021-02-10 20:53:30.051,pressure,10,cough,25.48,2021-02-10 20:53:33.741
3,91924,26.23,2021-02-10 20:53:30.080,temperature,10,cough,18.15,2021-02-10 20:53:33.331
4,92058,1005.89,2021-02-10 20:53:30.091,pressure,10,cough,25.48,2021-02-10 20:53:33.741
5,92057,1005.85,2021-02-10 20:53:30.130,pressure,10,cough,25.48,2021-02-10 20:53:33.741
6,91923,26.21,2021-02-10 20:53:30.136,temperature,10,cough,18.15,2021-02-10 20:53:33.331
7,92056,1005.91,2021-02-10 20:53:30.169,pressure,10,cough,25.48,2021-02-10 20:53:33.741
8,91922,26.21,2021-02-10 20:53:30.191,temperature,10,cough,18.15,2021-02-10 20:53:33.331
9,92055,1005.87,2021-02-10 20:53:30.208,pressure,10,cough,25.48,2021-02-10 20:53:33.741
10,91921,26.22,2021-02-10 20:53:30.246,temperature,10,cough,18.15,2021-02-10 20:53:33.331
11,92054,1005.85,2021-02-10 20:53:30.248,pressure,10,cough,25.48,2021-02-10 20:53:33.741
12,92053,1005.81,2021-02-10 20:53:30.287,pressure,10,cough,25.48,2021-02-10 20:53:33.741
13,91920,26.24,2021-02-10 20:53:30.301,temperature,10,cough,18.15,2021-02-10 20:53:33.331
14,92052,1005.73,2021-02-10 20:53:30.326,pressure,10,cough,25.48,2021-02-10 20:53:33.741
15,91919,26.26,2021-02-10 20:53:30.356,temperature,10,cough,18.15,2021-02-10 20:53:33.331
16,92051,1005.71,2021-02-10 20:53:30.365,pressure,10,cough,25.48,2021-02-10 20:53:33.741
17,92050,1005.7,2021-02-10 20:53:30.405,pressure,10,cough,25.48,2021-02-10 20:53:33.741
18,91918,26.26,2021-02-10 20:53:30.411,temperature,10,cough,18.15,2021-02-10 20:53:33.331
19,92049,1005.69,2021-02-10 20:53:30.444,pressure,10,cough,25.48,2021-02-10 20:53:33.741
20,91917,26.28,2021-02-10 20:53:30.466,temperature,10,cough,18.15,2021-02-10 20:53:33.331
21,92048,1005.7,2021-02-10 20:53:30.483,pressure,10,cough,25.48,2021-02-10 20:53:33.741
22,91916,26.31,2021-02-10 20:53:30.521,temperature,10,cough,18.15,2021-02-10 20:53:33.331
23,92047,1005.75,2021-02-10 20:53:30.522,pressure,10,cough,25.48,2021-02-10 20:53:33.741
