,id,value,date,type,event_id,event_type,frequency,start_time
0,48344,1006.93,2021-02-10 18:12:13.370,pressure,7,normal_breathing,25.44,2021-02-10 18:12:14.117
1,48480,26.22,2021-02-10 18:12:13.381,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
2,48343,1006.94,2021-02-10 18:12:13.410,pressure,7,normal_breathing,25.44,2021-02-10 18:12:14.117
3,48479,26.21,2021-02-10 18:12:13.436,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
4,48342,1006.94,2021-02-10 18:12:13.449,pressure,7,normal_breathing,25.44,2021-02-10 18:12:14.117
5,48341,1006.91,2021-02-10 18:12:13.488,pressure,7,normal_breathing,25.44,2021-02-10 18:12:14.117
6,48478,26.18,2021-02-10 18:12:13.491,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
7,48340,1006.94,2021-02-10 18:12:13.528,pressure,7,normal_breathing,25.44,2021-02-10 18:12:14.117
8,48477,26.21,2021-02-10 18:12:13.547,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
9,48339,1006.91,2021-02-10 18:12:13.567,pressure,7,normal_breathing,25.44,2021-02-10 18:12:14.117
10,48476,26.23,2021-02-10 18:12:13.602,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
11,48338,1006.94,2021-02-10 18:12:13.606,pressure,7,normal_breathing,25.44,2021-02-10 18:12:14.117
12,48337,1006.91,2021-02-10 18:12:13.646,pressure,7,normal_breathing,25.44,2021-02-10 18:12:14.117
13,48475,26.21,2021-02-10 18:12:13.657,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
14,48336,1006.92,2021-02-10 18:12:13.685,pressure,7,normal_breathing,25.44,2021-02-10 18:12:14.117
15,48474,26.23,2021-02-10 18:12:13.712,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
16,48335,1006.89,2021-02-10 18:12:13.724,pressure,7,normal_breathing,25.44,2021-02-10 18:12:14.117
17,48334,1006.97,2021-02-10 18:12:13.764,pressure,7,normal_breathing,25.44,2021-02-10 18:12:14.117
18,48473,26.19,2021-02-10 18:12:13.767,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
19,48333,1006.97,2021-02-10 18:12:13.803,pressure,7,normal_breathing,25.44,2021-02-10 18:12:14.117
20,48472,26.2,2021-02-10 18:12:13.822,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
21,48332,1007.01,2021-02-10 18:12:13.842,pressure,7,normal_breathing,25.44,2021-02-10 18:12:14.117
22,48471,26.18,2021-02-10 18:12:13.877,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
23,48331,1007.07,2021-02-10 18:12:13.881,pressure,7,normal_breathing,25.44,2021-02-10 18:12:14.117
24,48330,1006.95,2021-02-10 18:12:13.921,pressure,7,normal_breathing,25.44,2021-02-10 18:12:14.117
25,48470,26.19,2021-02-10 18:12:13.932,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
26,48329,1006.81,2021-02-10 18:12:13.960,pressure,7,normal_breathing,25.44,2021-02-10 18:12:14.117
27,48469,26.21,2021-02-10 18:12:13.987,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
28,48328,1006.81,2021-02-10 18:12:13.999,pressure,7,normal_breathing,25.44,2021-02-10 18:12:14.117
29,48327,1006.8,2021-02-10 18:12:14.039,pressure,7,normal_breathing,25.44,2021-02-10 18:12:14.117
30,48468,26.22,2021-02-10 18:12:14.042,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
31,48326,1006.81,2021-02-10 18:12:14.078,pressure,7,normal_breathing,25.44,2021-02-10 18:12:14.117
32,48467,26.23,2021-02-10 18:12:14.097,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
33,48325,1006.78,2021-02-10 18:12:14.117,pressure,7,normal_breathing,25.44,2021-02-10 18:12:14.117
34,48616,1006.77,2021-02-10 18:12:14.147,pressure,7,normal_breathing,25.44,2021-02-10 18:12:17.881
35,48466,26.19,2021-02-10 18:12:14.152,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
36,48615,1006.74,2021-02-10 18:12:14.186,pressure,7,normal_breathing,25.44,2021-02-10 18:12:17.881
37,48465,26.18,2021-02-10 18:12:14.207,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
38,48614,1006.76,2021-02-10 18:12:14.226,pressure,7,normal_breathing,25.44,2021-02-10 18:12:17.881
39,48464,26.18,2021-02-10 18:12:14.262,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
40,48613,1006.76,2021-02-10 18:12:14.265,pressure,7,normal_breathing,25.44,2021-02-10 18:12:17.881
41,48612,1006.77,2021-02-10 18:12:14.304,pressure,7,normal_breathing,25.44,2021-02-10 18:12:17.881
42,48463,26.2,2021-02-10 18:12:14.317,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
43,48611,1006.78,2021-02-10 18:12:14.344,pressure,7,normal_breathing,25.44,2021-02-10 18:12:17.881
44,48462,26.22,2021-02-10 18:12:14.372,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
45,48610,1006.77,2021-02-10 18:12:14.383,pressure,7,normal_breathing,25.44,2021-02-10 18:12:17.881
46,48609,1006.79,2021-02-10 18:12:14.422,pressure,7,normal_breathing,25.44,2021-02-10 18:12:17.881
47,48461,26.19,2021-02-10 18:12:14.428,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
48,48608,1006.79,2021-02-10 18:12:14.461,pressure,7,normal_breathing,25.44,2021-02-10 18:12:17.881
49,48460,26.21,2021-02-10 18:12:14.483,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
50,48607,1006.68,2021-02-10 18:12:14.501,pressure,7,normal_breathing,25.44,2021-02-10 18:12:17.881
51,48459,26.18,2021-02-10 18:12:14.538,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
52,48606,1006.6,2021-02-10 18:12:14.540,pressure,7,normal_breathing,25.44,2021-02-10 18:12:17.881
53,48605,1006.63,2021-02-10 18:12:14.579,pressure,7,normal_breathing,25.44,2021-02-10 18:12:17.881
54,48458,26.21,2021-02-10 18:12:14.593,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
55,48604,1006.7,2021-02-10 18:12:14.619,pressure,7,normal_breathing,25.44,2021-02-10 18:12:17.881
56,48457,26.2,2021-02-10 18:12:14.648,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
57,48603,1006.76,2021-02-10 18:12:14.658,pressure,7,normal_breathing,25.44,2021-02-10 18:12:17.881
58,48602,1006.75,2021-02-10 18:12:14.697,pressure,7,normal_breathing,25.44,2021-02-10 18:12:17.881
59,48456,26.21,2021-02-10 18:12:14.703,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
60,48601,1006.73,2021-02-10 18:12:14.737,pressure,7,normal_breathing,25.44,2021-02-10 18:12:17.881
61,48455,26.23,2021-02-10 18:12:14.758,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
62,48600,1006.74,2021-02-10 18:12:14.776,pressure,7,normal_breathing,25.44,2021-02-10 18:12:17.881
63,48454,26.21,2021-02-10 18:12:14.813,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
64,48599,1006.72,2021-02-10 18:12:14.815,pressure,7,normal_breathing,25.44,2021-02-10 18:12:17.881
65,48598,1006.75,2021-02-10 18:12:14.855,pressure,7,normal_breathing,25.44,2021-02-10 18:12:17.881
66,48453,26.22,2021-02-10 18:12:14.868,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
67,48597,1006.74,2021-02-10 18:12:14.894,pressure,7,normal_breathing,25.44,2021-02-10 18:12:17.881
68,48452,26.24,2021-02-10 18:12:14.923,temperature,7,normal_breathing,18.16,2021-02-10 18:12:16.630
69,48596,1006.68,2021-02-10 18:12:14.933,pressure,7,normal_breathing,25.44,2021-02-10 18:12:17.881
