,id,value,date,type,event_id,event_type,frequency
1,1171.0,1006.85,2021-02-12T20:33:14.837Z,pressure,1.0,cough,25.44
3,1170.0,1006.85,2021-02-12T20:33:14.876Z,pressure,1.0,cough,25.44
4,1169.0,1006.86,2021-02-12T20:33:14.915Z,pressure,1.0,cough,25.44
6,1168.0,1006.87,2021-02-12T20:33:14.955Z,pressure,1.0,cough,25.44
8,1167.0,1006.87,2021-02-12T20:33:14.994Z,pressure,1.0,cough,25.44
10,1166.0,1006.9,2021-02-12T20:33:15.033Z,pressure,1.0,cough,25.44
11,1165.0,1006.86,2021-02-12T20:33:15.073Z,pressure,1.0,cough,25.44
13,1164.0,1006.85,2021-02-12T20:33:15.112Z,pressure,1.0,cough,25.44
15,1163.0,1006.85,2021-02-12T20:33:15.151Z,pressure,1.0,cough,25.44
16,1162.0,1006.85,2021-02-12T20:33:15.191Z,pressure,1.0,cough,25.44
18,1161.0,1006.88,2021-02-12T20:33:15.230Z,pressure,1.0,cough,25.44
20,1160.0,1006.85,2021-02-12T20:33:15.269Z,pressure,1.0,cough,25.44
22,1159.0,1006.85,2021-02-12T20:33:15.308Z,pressure,1.0,cough,25.44
23,1158.0,1006.89,2021-02-12T20:33:15.348Z,pressure,1.0,cough,25.44
25,1157.0,1006.88,2021-02-12T20:33:15.387Z,pressure,1.0,cough,25.44
27,1156.0,1006.83,2021-02-12T20:33:15.426Z,pressure,1.0,cough,25.44
28,1155.0,1006.85,2021-02-12T20:33:15.466Z,pressure,1.0,cough,25.44
30,1154.0,1006.88,2021-02-12T20:33:15.505Z,pressure,1.0,cough,25.44
32,1153.0,1006.87,2021-02-12T20:33:15.544Z,pressure,1.0,cough,25.44
34,1152.0,1006.87,2021-02-12T20:33:15.584Z,pressure,1.0,cough,25.44
35,1151.0,1006.89,2021-02-12T20:33:15.623Z,pressure,1.0,cough,25.44
37,1150.0,1006.88,2021-02-12T20:33:15.662Z,pressure,1.0,cough,25.44
39,1149.0,1006.86,2021-02-12T20:33:15.702Z,pressure,1.0,cough,25.44
40,1148.0,1006.88,2021-02-12T20:33:15.741Z,pressure,1.0,cough,25.44
42,1147.0,1006.87,2021-02-12T20:33:15.780Z,pressure,1.0,cough,25.44
44,1146.0,1006.88,2021-02-12T20:33:15.819Z,pressure,1.0,cough,25.44
46,1145.0,1006.86,2021-02-12T20:33:15.859Z,pressure,1.0,cough,25.44
47,1144.0,1006.82,2021-02-12T20:33:15.898Z,pressure,1.0,cough,25.44
49,1143.0,1006.82,2021-02-12T20:33:15.937Z,pressure,1.0,cough,25.44
51,1142.0,1006.88,2021-02-12T20:33:15.977Z,pressure,1.0,cough,25.44
52,1141.0,1006.87,2021-02-12T20:33:16.016Z,pressure,1.0,cough,25.44
54,1140.0,1006.87,2021-02-12T20:33:16.055Z,pressure,1.0,cough,25.44
56,1139.0,1006.83,2021-02-12T20:33:16.095Z,pressure,1.0,cough,25.44
58,1138.0,1006.84,2021-02-12T20:33:16.134Z,pressure,1.0,cough,25.44
59,1137.0,1006.89,2021-02-12T20:33:16.173Z,pressure,1.0,cough,25.44
61,1136.0,1006.87,2021-02-12T20:33:16.213Z,pressure,1.0,cough,25.44
63,1135.0,1006.88,2021-02-12T20:33:16.252Z,pressure,1.0,cough,25.44
64,1134.0,1006.86,2021-02-12T20:33:16.291Z,pressure,1.0,cough,25.44
66,1133.0,1006.86,2021-02-12T20:33:16.330Z,pressure,1.0,cough,25.44
68,1132.0,1006.87,2021-02-12T20:33:16.370Z,pressure,1.0,cough,25.44
70,1131.0,1006.85,2021-02-12T20:33:16.409Z,pressure,1.0,cough,25.44
71,1130.0,1006.9,2021-02-12T20:33:16.448Z,pressure,1.0,cough,25.44
73,1129.0,1006.85,2021-02-12T20:33:16.488Z,pressure,1.0,cough,25.44
75,1128.0,1006.88,2021-02-12T20:33:16.527Z,pressure,1.0,cough,25.44
76,1127.0,1006.85,2021-02-12T20:33:16.566Z,pressure,1.0,cough,25.44
78,1126.0,1006.86,2021-02-12T20:33:16.606Z,pressure,1.0,cough,25.44
80,1125.0,1006.86,2021-02-12T20:33:16.645Z,pressure,1.0,cough,25.44
82,1124.0,1006.88,2021-02-12T20:33:16.684Z,pressure,1.0,cough,25.44
83,1123.0,1006.89,2021-02-12T20:33:16.724Z,pressure,1.0,cough,25.44
85,1122.0,1006.88,2021-02-12T20:33:16.763Z,pressure,1.0,cough,25.44
87,1121.0,1006.89,2021-02-12T20:33:16.802Z,pressure,1.0,cough,25.44
88,1120.0,1006.87,2021-02-12T20:33:16.842Z,pressure,1.0,cough,25.44
90,1119.0,1006.88,2021-02-12T20:33:16.881Z,pressure,1.0,cough,25.44
92,1118.0,1006.88,2021-02-12T20:33:16.920Z,pressure,1.0,cough,25.44
94,1117.0,1006.87,2021-02-12T20:33:16.959Z,pressure,1.0,cough,25.44
95,1116.0,1006.86,2021-02-12T20:33:16.999Z,pressure,1.0,cough,25.44
97,1115.0,1006.88,2021-02-12T20:33:17.038Z,pressure,1.0,cough,25.44
99,1114.0,1006.86,2021-02-12T20:33:17.077Z,pressure,1.0,cough,25.44
100,1113.0,1006.88,2021-02-12T20:33:17.117Z,pressure,1.0,cough,25.44
102,1112.0,1006.87,2021-02-12T20:33:17.156Z,pressure,1.0,cough,25.44
104,1111.0,1006.85,2021-02-12T20:33:17.195Z,pressure,1.0,cough,25.44
106,1110.0,1006.87,2021-02-12T20:33:17.235Z,pressure,1.0,cough,25.44
107,1109.0,1006.82,2021-02-12T20:33:17.274Z,pressure,1.0,cough,25.44
109,1108.0,1006.84,2021-02-12T20:33:17.313Z,pressure,1.0,cough,25.44
111,1107.0,1006.87,2021-02-12T20:33:17.353Z,pressure,1.0,cough,25.44
112,1106.0,1006.83,2021-02-12T20:33:17.392Z,pressure,1.0,cough,25.44
114,1105.0,1006.87,2021-02-12T20:33:17.431Z,pressure,1.0,cough,25.44
116,1104.0,1006.87,2021-02-12T20:33:17.470Z,pressure,1.0,cough,25.44
118,1103.0,1006.87,2021-02-12T20:33:17.510Z,pressure,1.0,cough,25.44
119,1102.0,1006.82,2021-02-12T20:33:17.549Z,pressure,1.0,cough,25.44
121,1101.0,1006.85,2021-02-12T20:33:17.588Z,pressure,1.0,cough,25.44
123,1100.0,1006.84,2021-02-12T20:33:17.628Z,pressure,1.0,cough,25.44
124,1099.0,1006.9,2021-02-12T20:33:17.667Z,pressure,1.0,cough,25.44
126,1098.0,1006.86,2021-02-12T20:33:17.706Z,pressure,1.0,cough,25.44
128,1097.0,1006.85,2021-02-12T20:33:17.746Z,pressure,1.0,cough,25.44
130,1096.0,1006.89,2021-02-12T20:33:17.785Z,pressure,1.0,cough,25.44
131,1095.0,1006.86,2021-02-12T20:33:17.824Z,pressure,1.0,cough,25.44
133,1094.0,1006.85,2021-02-12T20:33:17.864Z,pressure,1.0,cough,25.44
135,1093.0,1006.87,2021-02-12T20:33:17.903Z,pressure,1.0,cough,25.44
136,1092.0,1006.87,2021-02-12T20:33:17.942Z,pressure,1.0,cough,25.44
138,1091.0,1006.9,2021-02-12T20:33:17.981Z,pressure,1.0,cough,25.44
140,1090.0,1006.87,2021-02-12T20:33:18.021Z,pressure,1.0,cough,25.44
142,1089.0,1006.89,2021-02-12T20:33:18.060Z,pressure,1.0,cough,25.44
143,1088.0,1006.88,2021-02-12T20:33:18.099Z,pressure,1.0,cough,25.44
145,1087.0,1006.86,2021-02-12T20:33:18.139Z,pressure,1.0,cough,25.44
147,1086.0,1006.84,2021-02-12T20:33:18.178Z,pressure,1.0,cough,25.44
148,1085.0,1006.86,2021-02-12T20:33:18.217Z,pressure,1.0,cough,25.44
150,1084.0,1006.86,2021-02-12T20:33:18.257Z,pressure,1.0,cough,25.44
152,1083.0,1006.89,2021-02-12T20:33:18.296Z,pressure,1.0,cough,25.44
153,1082.0,1006.85,2021-02-12T20:33:18.335Z,pressure,1.0,cough,25.44
155,1081.0,1006.86,2021-02-12T20:33:18.375Z,pressure,1.0,cough,25.44
157,1080.0,1006.91,2021-02-12T20:33:18.414Z,pressure,1.0,cough,25.44
158,1079.0,1006.87,2021-02-12T20:33:18.453Z,pressure,1.0,cough,25.44
160,1078.0,1006.88,2021-02-12T20:33:18.492Z,pressure,1.0,cough,25.44
162,1077.0,1006.86,2021-02-12T20:33:18.532Z,pressure,1.0,cough,25.44
164,1368.0,1006.88,2021-02-12T20:33:18.577Z,pressure,1.0,cough,25.44
165,1367.0,1006.9,2021-02-12T20:33:18.616Z,pressure,1.0,cough,25.44
167,1366.0,1006.88,2021-02-12T20:33:18.656Z,pressure,1.0,cough,25.44
169,1365.0,1006.84,2021-02-12T20:33:18.695Z,pressure,1.0,cough,25.44
170,1364.0,1006.88,2021-02-12T20:33:18.734Z,pressure,1.0,cough,25.44
172,1363.0,1006.86,2021-02-12T20:33:18.774Z,pressure,1.0,cough,25.44
174,1362.0,1006.87,2021-02-12T20:33:18.813Z,pressure,1.0,cough,25.44
176,1361.0,1006.88,2021-02-12T20:33:18.852Z,pressure,1.0,cough,25.44
177,1360.0,1006.89,2021-02-12T20:33:18.891Z,pressure,1.0,cough,25.44
179,1359.0,1006.87,2021-02-12T20:33:18.931Z,pressure,1.0,cough,25.44
181,1358.0,1006.89,2021-02-12T20:33:18.970Z,pressure,1.0,cough,25.44
182,1357.0,1006.83,2021-02-12T20:33:19.009Z,pressure,1.0,cough,25.44
184,1356.0,1006.9,2021-02-12T20:33:19.049Z,pressure,1.0,cough,25.44
186,1355.0,1006.85,2021-02-12T20:33:19.088Z,pressure,1.0,cough,25.44
188,1354.0,1006.86,2021-02-12T20:33:19.127Z,pressure,1.0,cough,25.44
189,1353.0,1006.87,2021-02-12T20:33:19.167Z,pressure,1.0,cough,25.44
191,1352.0,1006.88,2021-02-12T20:33:19.206Z,pressure,1.0,cough,25.44
193,1351.0,1006.88,2021-02-12T20:33:19.245Z,pressure,1.0,cough,25.44
194,1350.0,1006.88,2021-02-12T20:33:19.285Z,pressure,1.0,cough,25.44
196,1349.0,1006.88,2021-02-12T20:33:19.324Z,pressure,1.0,cough,25.44
198,1348.0,1006.88,2021-02-12T20:33:19.363Z,pressure,1.0,cough,25.44
200,1347.0,1006.87,2021-02-12T20:33:19.402Z,pressure,1.0,cough,25.44
201,1346.0,1006.87,2021-02-12T20:33:19.442Z,pressure,1.0,cough,25.44
203,1345.0,1006.85,2021-02-12T20:33:19.481Z,pressure,1.0,cough,25.44
205,1344.0,1006.87,2021-02-12T20:33:19.520Z,pressure,1.0,cough,25.44
206,1343.0,1006.9,2021-02-12T20:33:19.560Z,pressure,1.0,cough,25.44
208,1342.0,1006.84,2021-02-12T20:33:19.599Z,pressure,1.0,cough,25.44
210,1341.0,1006.87,2021-02-12T20:33:19.638Z,pressure,1.0,cough,25.44
212,1340.0,1006.83,2021-02-12T20:33:19.678Z,pressure,1.0,cough,25.44
213,1339.0,1006.87,2021-02-12T20:33:19.717Z,pressure,1.0,cough,25.44
215,1338.0,1006.88,2021-02-12T20:33:19.756Z,pressure,1.0,cough,25.44
217,1337.0,1006.85,2021-02-12T20:33:19.796Z,pressure,1.0,cough,25.44
218,1336.0,1006.9,2021-02-12T20:33:19.835Z,pressure,1.0,cough,25.44
220,1335.0,1006.86,2021-02-12T20:33:19.874Z,pressure,1.0,cough,25.44
222,1334.0,1006.89,2021-02-12T20:33:19.913Z,pressure,1.0,cough,25.44
224,1333.0,1006.86,2021-02-12T20:33:19.953Z,pressure,1.0,cough,25.44
225,1332.0,1006.87,2021-02-12T20:33:19.992Z,pressure,1.0,cough,25.44
227,1331.0,1006.82,2021-02-12T20:33:20.031Z,pressure,1.0,cough,25.44
229,1330.0,1006.88,2021-02-12T20:33:20.071Z,pressure,1.0,cough,25.44
230,1329.0,1006.83,2021-02-12T20:33:20.110Z,pressure,1.0,cough,25.44
232,1328.0,1006.88,2021-02-12T20:33:20.149Z,pressure,1.0,cough,25.44
234,1327.0,1006.87,2021-02-12T20:33:20.189Z,pressure,1.0,cough,25.44
236,1326.0,1006.85,2021-02-12T20:33:20.228Z,pressure,1.0,cough,25.44
237,1325.0,1006.86,2021-02-12T20:33:20.267Z,pressure,1.0,cough,25.44
239,1324.0,1006.86,2021-02-12T20:33:20.307Z,pressure,1.0,cough,25.44
241,1323.0,1006.87,2021-02-12T20:33:20.346Z,pressure,1.0,cough,25.44
242,1322.0,1006.87,2021-02-12T20:33:20.385Z,pressure,1.0,cough,25.44
244,1321.0,1006.88,2021-02-12T20:33:20.424Z,pressure,1.0,cough,25.44
246,1320.0,1006.88,2021-02-12T20:33:20.464Z,pressure,1.0,cough,25.44
248,1319.0,1006.85,2021-02-12T20:33:20.503Z,pressure,1.0,cough,25.44
249,1318.0,1006.84,2021-02-12T20:33:20.542Z,pressure,1.0,cough,25.44
251,1317.0,1006.86,2021-02-12T20:33:20.582Z,pressure,1.0,cough,25.44
253,1316.0,1006.87,2021-02-12T20:33:20.621Z,pressure,1.0,cough,25.44
254,1315.0,1006.86,2021-02-12T20:33:20.660Z,pressure,1.0,cough,25.44
256,1314.0,1006.87,2021-02-12T20:33:20.700Z,pressure,1.0,cough,25.44
258,1313.0,1006.87,2021-02-12T20:33:20.739Z,pressure,1.0,cough,25.44
260,1312.0,1006.85,2021-02-12T20:33:20.778Z,pressure,1.0,cough,25.44
261,1311.0,1006.86,2021-02-12T20:33:20.818Z,pressure,1.0,cough,25.44
263,1310.0,1006.85,2021-02-12T20:33:20.857Z,pressure,1.0,cough,25.44
265,1309.0,1006.87,2021-02-12T20:33:20.896Z,pressure,1.0,cough,25.44
266,1308.0,1006.86,2021-02-12T20:33:20.935Z,pressure,1.0,cough,25.44
268,1307.0,1006.85,2021-02-12T20:33:20.975Z,pressure,1.0,cough,25.44
270,1306.0,1006.86,2021-02-12T20:33:21.014Z,pressure,1.0,cough,25.44
272,1305.0,1006.86,2021-02-12T20:33:21.053Z,pressure,1.0,cough,25.44
273,1304.0,1006.85,2021-02-12T20:33:21.093Z,pressure,1.0,cough,25.44
275,1303.0,1006.86,2021-02-12T20:33:21.132Z,pressure,1.0,cough,25.44
277,1302.0,1006.87,2021-02-12T20:33:21.171Z,pressure,1.0,cough,25.44
278,1301.0,1006.87,2021-02-12T20:33:21.211Z,pressure,1.0,cough,25.44
280,1300.0,1006.84,2021-02-12T20:33:21.250Z,pressure,1.0,cough,25.44
282,1299.0,1006.86,2021-02-12T20:33:21.289Z,pressure,1.0,cough,25.44
284,1298.0,1006.86,2021-02-12T20:33:21.329Z,pressure,1.0,cough,25.44
285,1297.0,1006.85,2021-02-12T20:33:21.368Z,pressure,1.0,cough,25.44
287,1296.0,1006.89,2021-02-12T20:33:21.407Z,pressure,1.0,cough,25.44
289,1295.0,1006.86,2021-02-12T20:33:21.446Z,pressure,1.0,cough,25.44
290,1294.0,1006.84,2021-02-12T20:33:21.486Z,pressure,1.0,cough,25.44
292,1293.0,1006.88,2021-02-12T20:33:21.525Z,pressure,1.0,cough,25.44
294,1292.0,1006.87,2021-02-12T20:33:21.564Z,pressure,1.0,cough,25.44
296,1291.0,1006.85,2021-02-12T20:33:21.604Z,pressure,1.0,cough,25.44
297,1290.0,1006.86,2021-02-12T20:33:21.643Z,pressure,1.0,cough,25.44
299,1289.0,1006.87,2021-02-12T20:33:21.682Z,pressure,1.0,cough,25.44
301,1288.0,1006.87,2021-02-12T20:33:21.722Z,pressure,1.0,cough,25.44
302,1287.0,1006.85,2021-02-12T20:33:21.761Z,pressure,1.0,cough,25.44
304,1286.0,1006.86,2021-02-12T20:33:21.800Z,pressure,1.0,cough,25.44
306,1285.0,1006.85,2021-02-12T20:33:21.840Z,pressure,1.0,cough,25.44
308,1284.0,1006.85,2021-02-12T20:33:21.879Z,pressure,1.0,cough,25.44
309,1283.0,1006.84,2021-02-12T20:33:21.918Z,pressure,1.0,cough,25.44
311,1282.0,1006.89,2021-02-12T20:33:21.957Z,pressure,1.0,cough,25.44
313,1281.0,1006.85,2021-02-12T20:33:21.997Z,pressure,1.0,cough,25.44
314,1280.0,1006.88,2021-02-12T20:33:22.036Z,pressure,1.0,cough,25.44
316,1279.0,1006.81,2021-02-12T20:33:22.075Z,pressure,1.0,cough,25.44
318,1278.0,1006.87,2021-02-12T20:33:22.115Z,pressure,1.0,cough,25.44
320,1277.0,1006.84,2021-02-12T20:33:22.154Z,pressure,1.0,cough,25.44
321,1276.0,1006.85,2021-02-12T20:33:22.193Z,pressure,1.0,cough,25.44
323,1275.0,1006.87,2021-02-12T20:33:22.233Z,pressure,1.0,cough,25.44
325,1274.0,1006.87,2021-02-12T20:33:22.272Z,pressure,1.0,cough,25.44
326,1273.0,1006.86,2021-02-12T20:33:22.311Z,pressure,1.0,cough,25.44
329,1464.0,1006.86,2021-02-12T20:33:22.390Z,pressure,1.0,cough,25.44
331,1463.0,1006.89,2021-02-12T20:33:22.429Z,pressure,1.0,cough,25.44
332,1462.0,1006.89,2021-02-12T20:33:22.468Z,pressure,1.0,cough,25.44
334,1461.0,1006.85,2021-02-12T20:33:22.508Z,pressure,1.0,cough,25.44
336,1460.0,1006.9,2021-02-12T20:33:22.547Z,pressure,1.0,cough,25.44
337,1459.0,1006.86,2021-02-12T20:33:22.586Z,pressure,1.0,cough,25.44
339,1458.0,1006.85,2021-02-12T20:33:22.625Z,pressure,1.0,cough,25.44
341,1457.0,1006.86,2021-02-12T20:33:22.665Z,pressure,1.0,cough,25.44
343,1456.0,1006.87,2021-02-12T20:33:22.704Z,pressure,1.0,cough,25.44
344,1455.0,1006.87,2021-02-12T20:33:22.743Z,pressure,1.0,cough,25.44
346,1454.0,1006.86,2021-02-12T20:33:22.783Z,pressure,1.0,cough,25.44
348,1453.0,1006.9,2021-02-12T20:33:22.822Z,pressure,1.0,cough,25.44
349,1452.0,1006.87,2021-02-12T20:33:22.861Z,pressure,1.0,cough,25.44
351,1451.0,1006.86,2021-02-12T20:33:22.901Z,pressure,1.0,cough,25.44
353,1450.0,1006.87,2021-02-12T20:33:22.940Z,pressure,1.0,cough,25.44
355,1449.0,1006.88,2021-02-12T20:33:22.979Z,pressure,1.0,cough,25.44
356,1448.0,1006.86,2021-02-12T20:33:23.019Z,pressure,1.0,cough,25.44
358,1447.0,1006.83,2021-02-12T20:33:23.058Z,pressure,1.0,cough,25.44
360,1446.0,1006.86,2021-02-12T20:33:23.097Z,pressure,1.0,cough,25.44
361,1445.0,1006.87,2021-02-12T20:33:23.136Z,pressure,1.0,cough,25.44
363,1444.0,1006.88,2021-02-12T20:33:23.176Z,pressure,1.0,cough,25.44
365,1443.0,1006.87,2021-02-12T20:33:23.215Z,pressure,1.0,cough,25.44
367,1442.0,1006.88,2021-02-12T20:33:23.254Z,pressure,1.0,cough,25.44
368,1441.0,1006.86,2021-02-12T20:33:23.294Z,pressure,1.0,cough,25.44
370,1440.0,1006.84,2021-02-12T20:33:23.333Z,pressure,1.0,cough,25.44
372,1439.0,1006.83,2021-02-12T20:33:23.372Z,pressure,1.0,cough,25.44
373,1438.0,1006.86,2021-02-12T20:33:23.412Z,pressure,1.0,cough,25.44
375,1437.0,1006.87,2021-02-12T20:33:23.451Z,pressure,1.0,cough,25.44
377,1436.0,1006.88,2021-02-12T20:33:23.490Z,pressure,1.0,cough,25.44
379,1435.0,1006.85,2021-02-12T20:33:23.530Z,pressure,1.0,cough,25.44
380,1434.0,1006.86,2021-02-12T20:33:23.569Z,pressure,1.0,cough,25.44
382,1433.0,1006.88,2021-02-12T20:33:23.608Z,pressure,1.0,cough,25.44
384,1432.0,1006.83,2021-02-12T20:33:23.647Z,pressure,1.0,cough,25.44
385,1431.0,1006.87,2021-02-12T20:33:23.687Z,pressure,1.0,cough,25.44
387,1430.0,1006.86,2021-02-12T20:33:23.726Z,pressure,1.0,cough,25.44
389,1429.0,1006.84,2021-02-12T20:33:23.765Z,pressure,1.0,cough,25.44
390,1428.0,1006.83,2021-02-12T20:33:23.805Z,pressure,1.0,cough,25.44
391,1427.0,1006.85,2021-02-12T20:33:23.844Z,pressure,1.0,cough,25.44
393,1426.0,1006.83,2021-02-12T20:33:23.883Z,pressure,1.0,cough,25.44
395,1425.0,1006.86,2021-02-12T20:33:23.923Z,pressure,1.0,cough,25.44
397,1424.0,1006.87,2021-02-12T20:33:23.962Z,pressure,1.0,cough,25.44
398,1423.0,1006.89,2021-02-12T20:33:24.001Z,pressure,1.0,cough,25.44
400,1422.0,1006.87,2021-02-12T20:33:24.041Z,pressure,1.0,cough,25.44
402,1421.0,1006.84,2021-02-12T20:33:24.080Z,pressure,1.0,cough,25.44
403,1420.0,1006.87,2021-02-12T20:33:24.119Z,pressure,1.0,cough,25.44
405,1419.0,1006.87,2021-02-12T20:33:24.158Z,pressure,1.0,cough,25.44
407,1418.0,1006.84,2021-02-12T20:33:24.198Z,pressure,1.0,cough,25.44
409,1417.0,1006.84,2021-02-12T20:33:24.237Z,pressure,1.0,cough,25.44
410,1416.0,1006.86,2021-02-12T20:33:24.276Z,pressure,1.0,cough,25.44
412,1415.0,1006.86,2021-02-12T20:33:24.316Z,pressure,1.0,cough,25.44
414,1414.0,1006.82,2021-02-12T20:33:24.355Z,pressure,1.0,cough,25.44
415,1413.0,1006.86,2021-02-12T20:33:24.394Z,pressure,1.0,cough,25.44
417,1412.0,1006.81,2021-02-12T20:33:24.434Z,pressure,1.0,cough,25.44
419,1411.0,1006.89,2021-02-12T20:33:24.473Z,pressure,1.0,cough,25.44
421,1410.0,1006.89,2021-02-12T20:33:24.512Z,pressure,1.0,cough,25.44
422,1409.0,1006.87,2021-02-12T20:33:24.552Z,pressure,1.0,cough,25.44
424,1408.0,1006.85,2021-02-12T20:33:24.591Z,pressure,1.0,cough,25.44
426,1407.0,1006.83,2021-02-12T20:33:24.630Z,pressure,1.0,cough,25.44
427,1406.0,1006.86,2021-02-12T20:33:24.669Z,pressure,1.0,cough,25.44
429,1405.0,1006.86,2021-02-12T20:33:24.709Z,pressure,1.0,cough,25.44
431,1404.0,1006.83,2021-02-12T20:33:24.748Z,pressure,1.0,cough,25.44
433,1403.0,1006.87,2021-02-12T20:33:24.787Z,pressure,1.0,cough,25.44
434,1402.0,1006.86,2021-02-12T20:33:24.827Z,pressure,1.0,cough,25.44
436,1401.0,1006.85,2021-02-12T20:33:24.866Z,pressure,1.0,cough,25.44
438,1400.0,1006.83,2021-02-12T20:33:24.905Z,pressure,1.0,cough,25.44
440,1399.0,1006.86,2021-02-12T20:33:24.945Z,pressure,1.0,cough,25.44
441,1398.0,1006.88,2021-02-12T20:33:24.984Z,pressure,1.0,cough,25.44
443,1397.0,1006.83,2021-02-12T20:33:25.023Z,pressure,1.0,cough,25.44
445,1396.0,1006.85,2021-02-12T20:33:25.063Z,pressure,1.0,cough,25.44
446,1395.0,1006.86,2021-02-12T20:33:25.102Z,pressure,1.0,cough,25.44
448,1394.0,1006.85,2021-02-12T20:33:25.141Z,pressure,1.0,cough,25.44
450,1393.0,1006.86,2021-02-12T20:33:25.181Z,pressure,1.0,cough,25.44
452,1392.0,1006.87,2021-02-12T20:33:25.220Z,pressure,1.0,cough,25.44
453,1391.0,1006.9,2021-02-12T20:33:25.259Z,pressure,1.0,cough,25.44
455,1390.0,1006.82,2021-02-12T20:33:25.298Z,pressure,1.0,cough,25.44
457,1389.0,1006.85,2021-02-12T20:33:25.338Z,pressure,1.0,cough,25.44
458,1388.0,1006.83,2021-02-12T20:33:25.377Z,pressure,1.0,cough,25.44
460,1387.0,1006.88,2021-02-12T20:33:25.416Z,pressure,1.0,cough,25.44
462,1386.0,1006.87,2021-02-12T20:33:25.456Z,pressure,1.0,cough,25.44
463,1385.0,1006.88,2021-02-12T20:33:25.495Z,pressure,1.0,cough,25.44
465,1384.0,1006.86,2021-02-12T20:33:25.534Z,pressure,1.0,cough,25.44
467,1383.0,1006.84,2021-02-12T20:33:25.574Z,pressure,1.0,cough,25.44
469,1382.0,1006.85,2021-02-12T20:33:25.613Z,pressure,1.0,cough,25.44
470,1381.0,1006.85,2021-02-12T20:33:25.652Z,pressure,1.0,cough,25.44
472,1380.0,1006.85,2021-02-12T20:33:25.692Z,pressure,1.0,cough,25.44
474,1379.0,1006.84,2021-02-12T20:33:25.731Z,pressure,1.0,cough,25.44
475,1378.0,1006.86,2021-02-12T20:33:25.770Z,pressure,1.0,cough,25.44
477,1377.0,1006.86,2021-02-12T20:33:25.809Z,pressure,1.0,cough,25.44
479,1376.0,1006.85,2021-02-12T20:33:25.849Z,pressure,1.0,cough,25.44
481,1375.0,1006.82,2021-02-12T20:33:25.888Z,pressure,1.0,cough,25.44
482,1374.0,1006.87,2021-02-12T20:33:25.927Z,pressure,1.0,cough,25.44
484,1373.0,1006.86,2021-02-12T20:33:25.967Z,pressure,1.0,cough,25.44
486,1372.0,1006.88,2021-02-12T20:33:26.006Z,pressure,1.0,cough,25.44
487,1371.0,1006.86,2021-02-12T20:33:26.045Z,pressure,1.0,cough,25.44
489,1370.0,1006.86,2021-02-12T20:33:26.085Z,pressure,1.0,cough,25.44
491,1660.0,1006.9,2021-02-12T20:33:26.110Z,pressure,1.0,cough,25.46
492,1369.0,1006.84,2021-02-12T20:33:26.124Z,pressure,1.0,cough,25.44
493,1659.0,1006.83,2021-02-12T20:33:26.149Z,pressure,1.0,cough,25.46
495,1658.0,1006.87,2021-02-12T20:33:26.188Z,pressure,1.0,cough,25.46
497,1657.0,1006.87,2021-02-12T20:33:26.228Z,pressure,1.0,cough,25.46
499,1656.0,1006.86,2021-02-12T20:33:26.267Z,pressure,1.0,cough,25.46
500,1655.0,1006.84,2021-02-12T20:33:26.306Z,pressure,1.0,cough,25.46
502,1654.0,1006.86,2021-02-12T20:33:26.345Z,pressure,1.0,cough,25.46
504,1653.0,1006.84,2021-02-12T20:33:26.385Z,pressure,1.0,cough,25.46
505,1652.0,1006.87,2021-02-12T20:33:26.424Z,pressure,1.0,cough,25.46
507,1651.0,1006.88,2021-02-12T20:33:26.463Z,pressure,1.0,cough,25.46
509,1650.0,1006.83,2021-02-12T20:33:26.503Z,pressure,1.0,cough,25.46
511,1649.0,1006.81,2021-02-12T20:33:26.542Z,pressure,1.0,cough,25.46
512,1648.0,1006.87,2021-02-12T20:33:26.581Z,pressure,1.0,cough,25.46
514,1647.0,1006.87,2021-02-12T20:33:26.620Z,pressure,1.0,cough,25.46
516,1646.0,1006.85,2021-02-12T20:33:26.660Z,pressure,1.0,cough,25.46
517,1645.0,1006.84,2021-02-12T20:33:26.699Z,pressure,1.0,cough,25.46
519,1644.0,1006.87,2021-02-12T20:33:26.738Z,pressure,1.0,cough,25.46
521,1643.0,1006.85,2021-02-12T20:33:26.777Z,pressure,1.0,cough,25.46
523,1642.0,1006.85,2021-02-12T20:33:26.817Z,pressure,1.0,cough,25.46
524,1641.0,1006.85,2021-02-12T20:33:26.856Z,pressure,1.0,cough,25.46
526,1640.0,1006.84,2021-02-12T20:33:26.895Z,pressure,1.0,cough,25.46
528,1639.0,1006.89,2021-02-12T20:33:26.935Z,pressure,1.0,cough,25.46
529,1638.0,1006.89,2021-02-12T20:33:26.974Z,pressure,1.0,cough,25.46
531,1637.0,1006.88,2021-02-12T20:33:27.013Z,pressure,1.0,cough,25.46
533,1636.0,1006.86,2021-02-12T20:33:27.052Z,pressure,1.0,cough,25.46
535,1635.0,1006.86,2021-02-12T20:33:27.092Z,pressure,1.0,cough,25.46
536,1634.0,1006.87,2021-02-12T20:33:27.131Z,pressure,1.0,cough,25.46
538,1633.0,1006.85,2021-02-12T20:33:27.170Z,pressure,1.0,cough,25.46
540,1632.0,1006.87,2021-02-12T20:33:27.209Z,pressure,1.0,cough,25.46
541,1631.0,1006.87,2021-02-12T20:33:27.249Z,pressure,1.0,cough,25.46
