,id,value,date,type,event_id,event_type,frequency
1,147271.0,1006.87,2021-02-12T18:12:05.928Z,pressure,17.0,other,25.44
2,147270.0,1006.82,2021-02-12T18:12:05.967Z,pressure,17.0,other,25.44
4,147269.0,1006.86,2021-02-12T18:12:06.006Z,pressure,17.0,other,25.44
6,147268.0,1006.9,2021-02-12T18:12:06.046Z,pressure,17.0,other,25.44
8,147267.0,1006.87,2021-02-12T18:12:06.085Z,pressure,17.0,other,25.44
9,147266.0,1006.9,2021-02-12T18:12:06.124Z,pressure,17.0,other,25.44
11,147265.0,1006.87,2021-02-12T18:12:06.164Z,pressure,17.0,other,25.44
13,147264.0,1006.85,2021-02-12T18:12:06.203Z,pressure,17.0,other,25.44
14,147263.0,1006.89,2021-02-12T18:12:06.242Z,pressure,17.0,other,25.44
16,147262.0,1006.88,2021-02-12T18:12:06.282Z,pressure,17.0,other,25.44
18,147261.0,1006.91,2021-02-12T18:12:06.321Z,pressure,17.0,other,25.44
20,147260.0,1006.89,2021-02-12T18:12:06.360Z,pressure,17.0,other,25.44
21,147259.0,1006.88,2021-02-12T18:12:06.399Z,pressure,17.0,other,25.44
23,147258.0,1006.88,2021-02-12T18:12:06.439Z,pressure,17.0,other,25.44
25,147257.0,1006.88,2021-02-12T18:12:06.478Z,pressure,17.0,other,25.44
26,147256.0,1006.93,2021-02-12T18:12:06.517Z,pressure,17.0,other,25.44
28,147255.0,1006.91,2021-02-12T18:12:06.557Z,pressure,17.0,other,25.44
30,147254.0,1006.88,2021-02-12T18:12:06.596Z,pressure,17.0,other,25.44
32,147253.0,1006.9,2021-02-12T18:12:06.635Z,pressure,17.0,other,25.44
33,147252.0,1006.87,2021-02-12T18:12:06.675Z,pressure,17.0,other,25.44
35,147251.0,1006.92,2021-02-12T18:12:06.714Z,pressure,17.0,other,25.44
37,147250.0,1006.87,2021-02-12T18:12:06.753Z,pressure,17.0,other,25.44
38,147249.0,1006.88,2021-02-12T18:12:06.793Z,pressure,17.0,other,25.44
40,147248.0,1006.88,2021-02-12T18:12:06.832Z,pressure,17.0,other,25.44
42,147247.0,1006.85,2021-02-12T18:12:06.871Z,pressure,17.0,other,25.44
44,147246.0,1006.89,2021-02-12T18:12:06.910Z,pressure,17.0,other,25.44
45,147245.0,1006.88,2021-02-12T18:12:06.950Z,pressure,17.0,other,25.44
47,147244.0,1006.88,2021-02-12T18:12:06.989Z,pressure,17.0,other,25.44
49,147243.0,1006.86,2021-02-12T18:12:07.028Z,pressure,17.0,other,25.44
50,147242.0,1006.86,2021-02-12T18:12:07.068Z,pressure,17.0,other,25.44
52,147241.0,1006.91,2021-02-12T18:12:07.107Z,pressure,17.0,other,25.44
54,147240.0,1006.88,2021-02-12T18:12:07.146Z,pressure,17.0,other,25.44
56,147239.0,1006.9,2021-02-12T18:12:07.186Z,pressure,17.0,other,25.44
57,147238.0,1006.88,2021-02-12T18:12:07.225Z,pressure,17.0,other,25.44
59,147237.0,1006.86,2021-02-12T18:12:07.264Z,pressure,17.0,other,25.44
61,147236.0,1006.87,2021-02-12T18:12:07.304Z,pressure,17.0,other,25.44
62,147235.0,1006.87,2021-02-12T18:12:07.343Z,pressure,17.0,other,25.44
64,147234.0,1006.86,2021-02-12T18:12:07.382Z,pressure,17.0,other,25.44
66,147233.0,1006.84,2021-02-12T18:12:07.421Z,pressure,17.0,other,25.44
68,147232.0,1006.88,2021-02-12T18:12:07.461Z,pressure,17.0,other,25.44
69,147231.0,1006.89,2021-02-12T18:12:07.500Z,pressure,17.0,other,25.44
71,147230.0,1006.89,2021-02-12T18:12:07.539Z,pressure,17.0,other,25.44
73,147229.0,1006.9,2021-02-12T18:12:07.579Z,pressure,17.0,other,25.44
74,147228.0,1006.87,2021-02-12T18:12:07.618Z,pressure,17.0,other,25.44
76,147227.0,1006.86,2021-02-12T18:12:07.657Z,pressure,17.0,other,25.44
78,147226.0,1006.86,2021-02-12T18:12:07.697Z,pressure,17.0,other,25.44
80,147225.0,1006.89,2021-02-12T18:12:07.736Z,pressure,17.0,other,25.44
81,147224.0,1006.86,2021-02-12T18:12:07.775Z,pressure,17.0,other,25.44
83,147223.0,1006.9,2021-02-12T18:12:07.815Z,pressure,17.0,other,25.44
85,147222.0,1006.87,2021-02-12T18:12:07.854Z,pressure,17.0,other,25.44
86,147221.0,1006.89,2021-02-12T18:12:07.893Z,pressure,17.0,other,25.44
88,147220.0,1006.87,2021-02-12T18:12:07.932Z,pressure,17.0,other,25.44
90,147219.0,1006.88,2021-02-12T18:12:07.972Z,pressure,17.0,other,25.44
92,147218.0,1006.87,2021-02-12T18:12:08.011Z,pressure,17.0,other,25.44
93,147217.0,1006.91,2021-02-12T18:12:08.050Z,pressure,17.0,other,25.44
95,147216.0,1006.9,2021-02-12T18:12:08.090Z,pressure,17.0,other,25.44
97,147215.0,1006.88,2021-02-12T18:12:08.129Z,pressure,17.0,other,25.44
98,147214.0,1006.89,2021-02-12T18:12:08.168Z,pressure,17.0,other,25.44
100,147213.0,1006.88,2021-02-12T18:12:08.208Z,pressure,17.0,other,25.44
102,147212.0,1006.91,2021-02-12T18:12:08.247Z,pressure,17.0,other,25.44
104,147211.0,1006.89,2021-02-12T18:12:08.286Z,pressure,17.0,other,25.44
105,147210.0,1006.88,2021-02-12T18:12:08.326Z,pressure,17.0,other,25.44
107,147209.0,1006.88,2021-02-12T18:12:08.365Z,pressure,17.0,other,25.44
109,147500.0,1006.87,2021-02-12T18:12:08.412Z,pressure,17.0,other,25.44
111,147499.0,1006.91,2021-02-12T18:12:08.452Z,pressure,17.0,other,25.44
112,147498.0,1006.9,2021-02-12T18:12:08.491Z,pressure,17.0,other,25.44
114,147497.0,1006.89,2021-02-12T18:12:08.530Z,pressure,17.0,other,25.44
116,147496.0,1006.89,2021-02-12T18:12:08.570Z,pressure,17.0,other,25.44
117,147495.0,1006.87,2021-02-12T18:12:08.609Z,pressure,17.0,other,25.44
119,147494.0,1006.88,2021-02-12T18:12:08.648Z,pressure,17.0,other,25.44
121,147493.0,1006.89,2021-02-12T18:12:08.688Z,pressure,17.0,other,25.44
123,147492.0,1006.88,2021-02-12T18:12:08.727Z,pressure,17.0,other,25.44
124,147491.0,1006.9,2021-02-12T18:12:08.766Z,pressure,17.0,other,25.44
126,147490.0,1006.91,2021-02-12T18:12:08.806Z,pressure,17.0,other,25.44
128,147489.0,1006.88,2021-02-12T18:12:08.845Z,pressure,17.0,other,25.44
129,147488.0,1006.87,2021-02-12T18:12:08.884Z,pressure,17.0,other,25.44
131,147487.0,1006.89,2021-02-12T18:12:08.923Z,pressure,17.0,other,25.44
133,147486.0,1006.91,2021-02-12T18:12:08.963Z,pressure,17.0,other,25.44
135,147485.0,1006.88,2021-02-12T18:12:09.002Z,pressure,17.0,other,25.44
136,147484.0,1006.87,2021-02-12T18:12:09.041Z,pressure,17.0,other,25.44
138,147483.0,1006.88,2021-02-12T18:12:09.081Z,pressure,17.0,other,25.44
140,147482.0,1006.9,2021-02-12T18:12:09.120Z,pressure,17.0,other,25.44
141,147481.0,1006.84,2021-02-12T18:12:09.159Z,pressure,17.0,other,25.44
143,147480.0,1006.88,2021-02-12T18:12:09.199Z,pressure,17.0,other,25.44
145,147479.0,1006.88,2021-02-12T18:12:09.238Z,pressure,17.0,other,25.44
147,147478.0,1006.88,2021-02-12T18:12:09.277Z,pressure,17.0,other,25.44
148,147477.0,1006.86,2021-02-12T18:12:09.317Z,pressure,17.0,other,25.44
150,147476.0,1006.91,2021-02-12T18:12:09.356Z,pressure,17.0,other,25.44
152,147475.0,1006.88,2021-02-12T18:12:09.395Z,pressure,17.0,other,25.44
153,147474.0,1006.85,2021-02-12T18:12:09.434Z,pressure,17.0,other,25.44
155,147473.0,1006.89,2021-02-12T18:12:09.474Z,pressure,17.0,other,25.44
157,147472.0,1006.86,2021-02-12T18:12:09.513Z,pressure,17.0,other,25.44
159,147471.0,1006.89,2021-02-12T18:12:09.552Z,pressure,17.0,other,25.44
160,147470.0,1006.89,2021-02-12T18:12:09.592Z,pressure,17.0,other,25.44
162,147469.0,1006.88,2021-02-12T18:12:09.631Z,pressure,17.0,other,25.44
164,147468.0,1006.9,2021-02-12T18:12:09.670Z,pressure,17.0,other,25.44
165,147467.0,1006.86,2021-02-12T18:12:09.710Z,pressure,17.0,other,25.44
167,147466.0,1006.86,2021-02-12T18:12:09.749Z,pressure,17.0,other,25.44
169,147465.0,1006.89,2021-02-12T18:12:09.788Z,pressure,17.0,other,25.44
171,147464.0,1006.91,2021-02-12T18:12:09.828Z,pressure,17.0,other,25.44
172,147463.0,1006.88,2021-02-12T18:12:09.867Z,pressure,17.0,other,25.44
174,147462.0,1006.9,2021-02-12T18:12:09.906Z,pressure,17.0,other,25.44
176,147461.0,1006.88,2021-02-12T18:12:09.945Z,pressure,17.0,other,25.44
177,147460.0,1006.91,2021-02-12T18:12:09.985Z,pressure,17.0,other,25.44
179,147459.0,1006.87,2021-02-12T18:12:10.024Z,pressure,17.0,other,25.44
181,147458.0,1006.85,2021-02-12T18:12:10.063Z,pressure,17.0,other,25.44
183,147457.0,1006.89,2021-02-12T18:12:10.103Z,pressure,17.0,other,25.44
184,147456.0,1006.87,2021-02-12T18:12:10.142Z,pressure,17.0,other,25.44
186,147455.0,1006.86,2021-02-12T18:12:10.181Z,pressure,17.0,other,25.44
188,147454.0,1006.86,2021-02-12T18:12:10.221Z,pressure,17.0,other,25.44
189,147453.0,1006.9,2021-02-12T18:12:10.260Z,pressure,17.0,other,25.44
191,147452.0,1006.89,2021-02-12T18:12:10.299Z,pressure,17.0,other,25.44
193,147451.0,1006.9,2021-02-12T18:12:10.339Z,pressure,17.0,other,25.44
195,147450.0,1006.89,2021-02-12T18:12:10.378Z,pressure,17.0,other,25.44
196,147449.0,1006.86,2021-02-12T18:12:10.417Z,pressure,17.0,other,25.44
198,147448.0,1006.85,2021-02-12T18:12:10.457Z,pressure,17.0,other,25.44
200,147447.0,1006.86,2021-02-12T18:12:10.496Z,pressure,17.0,other,25.44
201,147446.0,1006.86,2021-02-12T18:12:10.535Z,pressure,17.0,other,25.44
203,147445.0,1006.89,2021-02-12T18:12:10.574Z,pressure,17.0,other,25.44
205,147444.0,1006.85,2021-02-12T18:12:10.614Z,pressure,17.0,other,25.44
207,147443.0,1006.9,2021-02-12T18:12:10.653Z,pressure,17.0,other,25.44
208,147442.0,1006.87,2021-02-12T18:12:10.692Z,pressure,17.0,other,25.44
210,147441.0,1006.9,2021-02-12T18:12:10.732Z,pressure,17.0,other,25.44
212,147440.0,1006.86,2021-02-12T18:12:10.771Z,pressure,17.0,other,25.44
213,147439.0,1006.89,2021-02-12T18:12:10.810Z,pressure,17.0,other,25.44
215,147438.0,1006.87,2021-02-12T18:12:10.850Z,pressure,17.0,other,25.44
217,147437.0,1006.89,2021-02-12T18:12:10.889Z,pressure,17.0,other,25.44
219,147436.0,1006.88,2021-02-12T18:12:10.928Z,pressure,17.0,other,25.44
220,147435.0,1006.87,2021-02-12T18:12:10.968Z,pressure,17.0,other,25.44
222,147434.0,1006.87,2021-02-12T18:12:11.007Z,pressure,17.0,other,25.44
224,147433.0,1006.9,2021-02-12T18:12:11.046Z,pressure,17.0,other,25.44
225,147432.0,1006.9,2021-02-12T18:12:11.085Z,pressure,17.0,other,25.44
227,147431.0,1006.93,2021-02-12T18:12:11.125Z,pressure,17.0,other,25.44
229,147430.0,1006.89,2021-02-12T18:12:11.164Z,pressure,17.0,other,25.44
231,147429.0,1006.89,2021-02-12T18:12:11.203Z,pressure,17.0,other,25.44
232,147428.0,1006.88,2021-02-12T18:12:11.243Z,pressure,17.0,other,25.44
234,147427.0,1006.9,2021-02-12T18:12:11.282Z,pressure,17.0,other,25.44
236,147426.0,1006.9,2021-02-12T18:12:11.321Z,pressure,17.0,other,25.44
238,147425.0,1006.86,2021-02-12T18:12:11.361Z,pressure,17.0,other,25.44
239,147424.0,1006.9,2021-02-12T18:12:11.400Z,pressure,17.0,other,25.44
241,147423.0,1006.9,2021-02-12T18:12:11.439Z,pressure,17.0,other,25.44
243,147422.0,1006.93,2021-02-12T18:12:11.479Z,pressure,17.0,other,25.44
245,147421.0,1006.88,2021-02-12T18:12:11.518Z,pressure,17.0,other,25.44
246,147420.0,1006.88,2021-02-12T18:12:11.557Z,pressure,17.0,other,25.44
248,147419.0,1006.9,2021-02-12T18:12:11.596Z,pressure,17.0,other,25.44
250,147418.0,1006.9,2021-02-12T18:12:11.636Z,pressure,17.0,other,25.44
251,147417.0,1006.91,2021-02-12T18:12:11.675Z,pressure,17.0,other,25.44
253,147416.0,1006.89,2021-02-12T18:12:11.714Z,pressure,17.0,other,25.44
255,147415.0,1006.88,2021-02-12T18:12:11.754Z,pressure,17.0,other,25.44
257,147414.0,1006.87,2021-02-12T18:12:11.793Z,pressure,17.0,other,25.44
258,147413.0,1006.87,2021-02-12T18:12:11.832Z,pressure,17.0,other,25.44
260,147412.0,1006.88,2021-02-12T18:12:11.872Z,pressure,17.0,other,25.44
262,147411.0,1006.86,2021-02-12T18:12:11.911Z,pressure,17.0,other,25.44
263,147410.0,1006.88,2021-02-12T18:12:11.950Z,pressure,17.0,other,25.44
265,147409.0,1006.89,2021-02-12T18:12:11.990Z,pressure,17.0,other,25.44
267,147408.0,1006.87,2021-02-12T18:12:12.029Z,pressure,17.0,other,25.44
269,147407.0,1006.87,2021-02-12T18:12:12.068Z,pressure,17.0,other,25.44
270,147406.0,1006.88,2021-02-12T18:12:12.107Z,pressure,17.0,other,25.44
272,147405.0,1006.88,2021-02-12T18:12:12.147Z,pressure,17.0,other,25.44
273,147696.0,1006.86,2021-02-12T18:12:12.162Z,pressure,17.0,other,25.44
275,147695.0,1006.87,2021-02-12T18:12:12.201Z,pressure,17.0,other,25.44
277,147694.0,1006.92,2021-02-12T18:12:12.241Z,pressure,17.0,other,25.44
278,147693.0,1006.9,2021-02-12T18:12:12.280Z,pressure,17.0,other,25.44
280,147692.0,1006.86,2021-02-12T18:12:12.319Z,pressure,17.0,other,25.44
282,147691.0,1006.88,2021-02-12T18:12:12.359Z,pressure,17.0,other,25.44
284,147690.0,1006.88,2021-02-12T18:12:12.398Z,pressure,17.0,other,25.44
285,147689.0,1006.88,2021-02-12T18:12:12.437Z,pressure,17.0,other,25.44
287,147688.0,1006.86,2021-02-12T18:12:12.476Z,pressure,17.0,other,25.44
289,147687.0,1006.91,2021-02-12T18:12:12.516Z,pressure,17.0,other,25.44
290,147686.0,1006.88,2021-02-12T18:12:12.555Z,pressure,17.0,other,25.44
292,147685.0,1006.87,2021-02-12T18:12:12.594Z,pressure,17.0,other,25.44
294,147684.0,1006.86,2021-02-12T18:12:12.634Z,pressure,17.0,other,25.44
296,147683.0,1006.86,2021-02-12T18:12:12.673Z,pressure,17.0,other,25.44
297,147682.0,1006.89,2021-02-12T18:12:12.712Z,pressure,17.0,other,25.44
299,147681.0,1006.87,2021-02-12T18:12:12.752Z,pressure,17.0,other,25.44
301,147680.0,1006.91,2021-02-12T18:12:12.791Z,pressure,17.0,other,25.44
302,147679.0,1006.88,2021-02-12T18:12:12.830Z,pressure,17.0,other,25.44
304,147678.0,1006.85,2021-02-12T18:12:12.870Z,pressure,17.0,other,25.44
306,147677.0,1006.87,2021-02-12T18:12:12.909Z,pressure,17.0,other,25.44
308,147676.0,1006.86,2021-02-12T18:12:12.948Z,pressure,17.0,other,25.44
309,147675.0,1006.85,2021-02-12T18:12:12.987Z,pressure,17.0,other,25.44
311,147674.0,1006.86,2021-02-12T18:12:13.027Z,pressure,17.0,other,25.44
313,147673.0,1006.88,2021-02-12T18:12:13.066Z,pressure,17.0,other,25.44
314,147672.0,1006.88,2021-02-12T18:12:13.105Z,pressure,17.0,other,25.44
316,147671.0,1006.87,2021-02-12T18:12:13.145Z,pressure,17.0,other,25.44
318,147670.0,1006.91,2021-02-12T18:12:13.184Z,pressure,17.0,other,25.44
320,147669.0,1006.9,2021-02-12T18:12:13.223Z,pressure,17.0,other,25.44
321,147668.0,1006.88,2021-02-12T18:12:13.263Z,pressure,17.0,other,25.44
323,147667.0,1006.92,2021-02-12T18:12:13.302Z,pressure,17.0,other,25.44
325,147666.0,1006.86,2021-02-12T18:12:13.341Z,pressure,17.0,other,25.44
326,147665.0,1006.87,2021-02-12T18:12:13.381Z,pressure,17.0,other,25.44
328,147664.0,1006.87,2021-02-12T18:12:13.420Z,pressure,17.0,other,25.44
330,147663.0,1006.88,2021-02-12T18:12:13.459Z,pressure,17.0,other,25.44
332,147662.0,1006.88,2021-02-12T18:12:13.499Z,pressure,17.0,other,25.44
333,147661.0,1006.86,2021-02-12T18:12:13.538Z,pressure,17.0,other,25.44
335,147660.0,1006.89,2021-02-12T18:12:13.577Z,pressure,17.0,other,25.44
337,147659.0,1006.89,2021-02-12T18:12:13.616Z,pressure,17.0,other,25.44
338,147658.0,1006.88,2021-02-12T18:12:13.656Z,pressure,17.0,other,25.44
340,147657.0,1006.87,2021-02-12T18:12:13.695Z,pressure,17.0,other,25.44
342,147656.0,1006.9,2021-02-12T18:12:13.734Z,pressure,17.0,other,25.44
344,147655.0,1006.91,2021-02-12T18:12:13.774Z,pressure,17.0,other,25.44
345,147654.0,1006.87,2021-02-12T18:12:13.813Z,pressure,17.0,other,25.44
347,147653.0,1006.89,2021-02-12T18:12:13.852Z,pressure,17.0,other,25.44
349,147652.0,1006.86,2021-02-12T18:12:13.892Z,pressure,17.0,other,25.44
350,147651.0,1006.9,2021-02-12T18:12:13.931Z,pressure,17.0,other,25.44
352,147650.0,1006.89,2021-02-12T18:12:13.970Z,pressure,17.0,other,25.44
354,147649.0,1006.88,2021-02-12T18:12:14.010Z,pressure,17.0,other,25.44
356,147648.0,1006.87,2021-02-12T18:12:14.049Z,pressure,17.0,other,25.44
357,147647.0,1006.88,2021-02-12T18:12:14.088Z,pressure,17.0,other,25.44
359,147646.0,1006.88,2021-02-12T18:12:14.127Z,pressure,17.0,other,25.44
361,147645.0,1006.9,2021-02-12T18:12:14.167Z,pressure,17.0,other,25.44
362,147644.0,1006.87,2021-02-12T18:12:14.206Z,pressure,17.0,other,25.44
364,147643.0,1006.9,2021-02-12T18:12:14.245Z,pressure,17.0,other,25.44
366,147642.0,1006.87,2021-02-12T18:12:14.285Z,pressure,17.0,other,25.44
368,147641.0,1006.89,2021-02-12T18:12:14.324Z,pressure,17.0,other,25.44
369,147640.0,1006.88,2021-02-12T18:12:14.363Z,pressure,17.0,other,25.44
371,147639.0,1006.9,2021-02-12T18:12:14.403Z,pressure,17.0,other,25.44
373,147638.0,1006.89,2021-02-12T18:12:14.442Z,pressure,17.0,other,25.44
374,147637.0,1006.9,2021-02-12T18:12:14.481Z,pressure,17.0,other,25.44
376,147636.0,1006.86,2021-02-12T18:12:14.521Z,pressure,17.0,other,25.44
378,147635.0,1006.89,2021-02-12T18:12:14.560Z,pressure,17.0,other,25.44
380,147634.0,1006.89,2021-02-12T18:12:14.599Z,pressure,17.0,other,25.44
381,147633.0,1006.87,2021-02-12T18:12:14.638Z,pressure,17.0,other,25.44
383,147632.0,1006.85,2021-02-12T18:12:14.678Z,pressure,17.0,other,25.44
385,147631.0,1006.91,2021-02-12T18:12:14.717Z,pressure,17.0,other,25.44
386,147630.0,1006.89,2021-02-12T18:12:14.756Z,pressure,17.0,other,25.44
388,147629.0,1006.88,2021-02-12T18:12:14.796Z,pressure,17.0,other,25.44
390,147628.0,1006.85,2021-02-12T18:12:14.835Z,pressure,17.0,other,25.44
392,147627.0,1006.91,2021-02-12T18:12:14.874Z,pressure,17.0,other,25.44
393,147626.0,1006.88,2021-02-12T18:12:14.914Z,pressure,17.0,other,25.44
395,147625.0,1006.86,2021-02-12T18:12:14.953Z,pressure,17.0,other,25.44
397,147624.0,1006.88,2021-02-12T18:12:14.992Z,pressure,17.0,other,25.44
399,147623.0,1006.91,2021-02-12T18:12:15.032Z,pressure,17.0,other,25.44
400,147622.0,1006.91,2021-02-12T18:12:15.071Z,pressure,17.0,other,25.44
402,147621.0,1006.88,2021-02-12T18:12:15.110Z,pressure,17.0,other,25.44
404,147620.0,1006.89,2021-02-12T18:12:15.149Z,pressure,17.0,other,25.44
405,147619.0,1006.88,2021-02-12T18:12:15.189Z,pressure,17.0,other,25.44
407,147618.0,1006.87,2021-02-12T18:12:15.228Z,pressure,17.0,other,25.44
409,147617.0,1006.89,2021-02-12T18:12:15.267Z,pressure,17.0,other,25.44
411,147616.0,1006.86,2021-02-12T18:12:15.307Z,pressure,17.0,other,25.44
412,147615.0,1006.93,2021-02-12T18:12:15.346Z,pressure,17.0,other,25.44
414,147614.0,1006.89,2021-02-12T18:12:15.385Z,pressure,17.0,other,25.44
416,147613.0,1006.89,2021-02-12T18:12:15.425Z,pressure,17.0,other,25.44
417,147612.0,1006.89,2021-02-12T18:12:15.464Z,pressure,17.0,other,25.44
419,147611.0,1006.86,2021-02-12T18:12:15.503Z,pressure,17.0,other,25.44
421,147610.0,1006.89,2021-02-12T18:12:15.543Z,pressure,17.0,other,25.44
423,147609.0,1006.88,2021-02-12T18:12:15.582Z,pressure,17.0,other,25.44
424,147608.0,1006.91,2021-02-12T18:12:15.621Z,pressure,17.0,other,25.44
426,147607.0,1006.88,2021-02-12T18:12:15.660Z,pressure,17.0,other,25.44
428,147606.0,1006.88,2021-02-12T18:12:15.700Z,pressure,17.0,other,25.44
429,147605.0,1006.84,2021-02-12T18:12:15.739Z,pressure,17.0,other,25.44
431,147604.0,1006.89,2021-02-12T18:12:15.778Z,pressure,17.0,other,25.44
433,147603.0,1006.87,2021-02-12T18:12:15.818Z,pressure,17.0,other,25.44
435,147602.0,1006.9,2021-02-12T18:12:15.857Z,pressure,17.0,other,25.44
436,147601.0,1006.85,2021-02-12T18:12:15.896Z,pressure,17.0,other,25.44
439,147792.0,1006.89,2021-02-12T18:12:15.971Z,pressure,17.0,other,25.44
440,147791.0,1006.91,2021-02-12T18:12:16.010Z,pressure,17.0,other,25.44
442,147790.0,1006.88,2021-02-12T18:12:16.049Z,pressure,17.0,other,25.44
444,147789.0,1006.93,2021-02-12T18:12:16.089Z,pressure,17.0,other,25.44
445,147788.0,1006.89,2021-02-12T18:12:16.128Z,pressure,17.0,other,25.44
447,147787.0,1006.87,2021-02-12T18:12:16.167Z,pressure,17.0,other,25.44
449,147786.0,1006.85,2021-02-12T18:12:16.207Z,pressure,17.0,other,25.44
451,147785.0,1006.91,2021-02-12T18:12:16.246Z,pressure,17.0,other,25.44
452,147784.0,1006.86,2021-02-12T18:12:16.285Z,pressure,17.0,other,25.44
454,147783.0,1006.87,2021-02-12T18:12:16.325Z,pressure,17.0,other,25.44
456,147782.0,1006.87,2021-02-12T18:12:16.364Z,pressure,17.0,other,25.44
457,147781.0,1006.88,2021-02-12T18:12:16.403Z,pressure,17.0,other,25.44
459,147780.0,1006.9,2021-02-12T18:12:16.443Z,pressure,17.0,other,25.44
461,147779.0,1006.9,2021-02-12T18:12:16.482Z,pressure,17.0,other,25.44
463,147778.0,1006.87,2021-02-12T18:12:16.521Z,pressure,17.0,other,25.44
464,147777.0,1006.89,2021-02-12T18:12:16.561Z,pressure,17.0,other,25.44
466,147776.0,1006.87,2021-02-12T18:12:16.600Z,pressure,17.0,other,25.44
468,147775.0,1006.9,2021-02-12T18:12:16.639Z,pressure,17.0,other,25.44
469,147774.0,1006.88,2021-02-12T18:12:16.678Z,pressure,17.0,other,25.44
471,147773.0,1006.91,2021-02-12T18:12:16.718Z,pressure,17.0,other,25.44
473,147772.0,1006.88,2021-02-12T18:12:16.757Z,pressure,17.0,other,25.44
474,147771.0,1006.89,2021-02-12T18:12:16.796Z,pressure,17.0,other,25.44
476,147770.0,1006.88,2021-02-12T18:12:16.836Z,pressure,17.0,other,25.44
478,147769.0,1006.85,2021-02-12T18:12:16.875Z,pressure,17.0,other,25.44
479,147768.0,1006.91,2021-02-12T18:12:16.914Z,pressure,17.0,other,25.44
481,147767.0,1006.87,2021-02-12T18:12:16.954Z,pressure,17.0,other,25.44
483,147766.0,1006.87,2021-02-12T18:12:16.993Z,pressure,17.0,other,25.44
484,147765.0,1006.91,2021-02-12T18:12:17.032Z,pressure,17.0,other,25.44
486,147764.0,1006.9,2021-02-12T18:12:17.072Z,pressure,17.0,other,25.44
488,147763.0,1006.84,2021-02-12T18:12:17.111Z,pressure,17.0,other,25.44
490,147762.0,1006.89,2021-02-12T18:12:17.150Z,pressure,17.0,other,25.44
491,147761.0,1006.87,2021-02-12T18:12:17.189Z,pressure,17.0,other,25.44
493,147760.0,1006.84,2021-02-12T18:12:17.229Z,pressure,17.0,other,25.44
495,147759.0,1006.85,2021-02-12T18:12:17.268Z,pressure,17.0,other,25.44
496,147758.0,1006.89,2021-02-12T18:12:17.307Z,pressure,17.0,other,25.44
498,147757.0,1006.88,2021-02-12T18:12:17.347Z,pressure,17.0,other,25.44
500,147756.0,1006.85,2021-02-12T18:12:17.386Z,pressure,17.0,other,25.44
502,147755.0,1006.88,2021-02-12T18:12:17.425Z,pressure,17.0,other,25.44
503,147754.0,1006.87,2021-02-12T18:12:17.465Z,pressure,17.0,other,25.44
505,147753.0,1006.88,2021-02-12T18:12:17.504Z,pressure,17.0,other,25.44
507,147752.0,1006.87,2021-02-12T18:12:17.543Z,pressure,17.0,other,25.44
508,147751.0,1006.89,2021-02-12T18:12:17.583Z,pressure,17.0,other,25.44
510,147750.0,1006.88,2021-02-12T18:12:17.622Z,pressure,17.0,other,25.44
512,147749.0,1006.88,2021-02-12T18:12:17.661Z,pressure,17.0,other,25.44
514,147748.0,1006.87,2021-02-12T18:12:17.700Z,pressure,17.0,other,25.44
515,147747.0,1006.89,2021-02-12T18:12:17.740Z,pressure,17.0,other,25.44
517,147746.0,1006.87,2021-02-12T18:12:17.779Z,pressure,17.0,other,25.44
519,147745.0,1006.91,2021-02-12T18:12:17.818Z,pressure,17.0,other,25.44
520,147744.0,1006.9,2021-02-12T18:12:17.858Z,pressure,17.0,other,25.44
522,147743.0,1006.88,2021-02-12T18:12:17.897Z,pressure,17.0,other,25.44
524,147742.0,1006.89,2021-02-12T18:12:17.936Z,pressure,17.0,other,25.44
526,147741.0,1006.88,2021-02-12T18:12:17.976Z,pressure,17.0,other,25.44
527,147740.0,1006.91,2021-02-12T18:12:18.015Z,pressure,17.0,other,25.44
529,147739.0,1006.9,2021-02-12T18:12:18.054Z,pressure,17.0,other,25.44
531,147738.0,1006.87,2021-02-12T18:12:18.094Z,pressure,17.0,other,25.44
532,147737.0,1006.89,2021-02-12T18:12:18.133Z,pressure,17.0,other,25.44
534,147736.0,1006.9,2021-02-12T18:12:18.172Z,pressure,17.0,other,25.44
536,147735.0,1006.87,2021-02-12T18:12:18.211Z,pressure,17.0,other,25.44
538,147734.0,1006.9,2021-02-12T18:12:18.251Z,pressure,17.0,other,25.44
539,147733.0,1006.89,2021-02-12T18:12:18.290Z,pressure,17.0,other,25.44
541,147732.0,1006.9,2021-02-12T18:12:18.329Z,pressure,17.0,other,25.44
543,147731.0,1006.9,2021-02-12T18:12:18.369Z,pressure,17.0,other,25.44
544,147730.0,1006.88,2021-02-12T18:12:18.408Z,pressure,17.0,other,25.44
546,147729.0,1006.91,2021-02-12T18:12:18.447Z,pressure,17.0,other,25.44
548,147728.0,1006.89,2021-02-12T18:12:18.487Z,pressure,17.0,other,25.44
550,147727.0,1006.87,2021-02-12T18:12:18.526Z,pressure,17.0,other,25.44
551,147726.0,1006.88,2021-02-12T18:12:18.565Z,pressure,17.0,other,25.44
553,147725.0,1006.88,2021-02-12T18:12:18.605Z,pressure,17.0,other,25.44
555,147724.0,1006.93,2021-02-12T18:12:18.644Z,pressure,17.0,other,25.44
556,147723.0,1006.91,2021-02-12T18:12:18.683Z,pressure,17.0,other,25.44
